,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_PC3,Exp_PC3
1018,1019,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,100,8.79451676820744,6597.966458617246
1019,1020,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,100,7.022951857959733,1122.0939959831517
1020,1021,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,10,2.6389732352794555,13.998822728800372
1021,1022,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,10,2.6389732352794555,13.998822728800372
1022,1023,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,10,2.6389732352794555,13.998822728800372
1023,1024,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,10,2.6389732352794555,13.998822728800372
1024,1025,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,10,2.5650388426503046,13.001163359504929
1025,1026,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,10,2.7726789280592854,16.001443358210743
1026,1027,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,10,3.401375873923419,30.00535524575865
1027,1028,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,10,2.707904251597284,14.997810917177775
1028,1029,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,10,5.416446289219912,225.0778380392931
1029,1030,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,10,2.833250342481756,17.000628984869827
1030,1031,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,10,3.4343107393317647,31.01003120287951
1031,1032,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,10,5.837592111699683,342.95255421686676
1032,1033,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,20,10,2.6389732352794555,13.998822728800372
1033,1034,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,20,10,2.4848821211989405,11.999705660541164
1034,1035,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,10,2.5650388426503046,13.001163359504929
1035,1036,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,10,2.707904251597284,14.997810917177775
1036,1037,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,10,2.7726789280592854,16.001443358210743
1037,1038,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,10,2.7726789280592854,16.001443358210743
1038,1039,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,10,2.707904251597284,14.997810917177775
1039,1040,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,10,3.401375873923419,30.00535524575865
1040,1041,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,10,4.595446756075354,99.03236897865307
1041,1042,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,10,2.995939748575446,20.004149930917713
1042,1043,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,10,4.82837617937763,125.0078055031094
1043,1044,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,10,6.855591375208323,949.1732810099238
1044,1045,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,20,10,2.5650388426503046,13.001163359504929
1045,1046,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,20,10,2.6389732352794555,13.998822728800372
1046,1047,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,20,10,2.5650388426503046,13.001163359504929
1047,1048,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,10,2.6389732352794555,13.998822728800372
1048,1049,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,10,2.995939748575446,20.004149930917713
1049,1050,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,10,5.746461849569521,313.0809707476484
1050,1051,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,10,2.890175541218196,17.99646844628277
1051,1052,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,10,3.218845704509294,24.999247002367667
1052,1053,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,10,7.479660480579466,1771.6391679054682
1053,1054,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,10,2.833250342481756,17.000628984869827
1054,1055,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,10,4.317152488292973,74.97483233043855
1055,1056,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,10,6.321142466833382,556.208078882315
1056,1057,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,10,2.707904251597284,14.997810917177775
1057,1058,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,10,2.6389732352794555,13.998822728800372
1058,1059,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,10,2.707904251597284,14.997810917177775
1059,1060,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,10,2.833250342481756,17.000628984869827
1060,1061,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,10,3.258349652044817,26.006581797544204
1061,1062,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,10,4.912393709944019,135.9644847303497
1062,1063,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,10,6.803164653513047,900.6931679672325
1063,1064,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,10,6.0801442398994245,437.0922363119305
1064,1065,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,10,7.176671423627883,1308.5454079069373
1065,1066,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,10,6.954588288416768,1047.9469972058562
1066,1067,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,10,4.654071734600454,105.0116960178729
1067,1068,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,10,6.527731171286306,683.844923088234
1068,1069,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,10,3.63743547207347,37.99427430059613
1069,1070,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,10,3.218845704509294,24.999247002367667
1070,1071,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,10,2.890175541218196,17.99646844628277
1071,1072,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,10,4.875390790265223,131.02534663718407
1072,1073,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,10,5.159181195311707,174.0219072999017
1073,1074,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,10,4.962519920563382,142.95357405128274
1074,1075,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,10,8.071129193698749,3200.7140153621845
1075,1076,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,10,8.61082290026219,5490.765171332894
1076,1077,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,10,7.201482722361415,1341.4182414145455
1077,1078,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,10,7.996372497774432,2970.1641444894913
1078,1079,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,10,8.054182759443911,3146.9303336794273
1079,1080,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,10,7.324612964678787,1517.1865802190762
