P_charged_centers,N_charged_centers,cLogP,Hbond_A,Size,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
1,0,12.515,4,175.7,4,0.99009901,80,0.99009901
1,0,12.515,4,162.9666667,8,0.99009901,80,0.99009901
1,0,12.515,4,128.4666667,12,0.99009901,80,0.99009901
1,0,12.515,4,298.2666667,4,0.99009901,20,1.960784314
1,0,12.515,4,139.2,8,0.99009901,20,1.960784314
1,0,12.515,4,307.7,12,0.99009901,20,1.960784314
1,0,12.515,4,162.2333333,4,0.99009901,40,1.960784314
1,0,12.515,4,223.1333333,8,0.99009901,40,1.960784314
1,0,12.515,4,242.6666667,12,0.99009901,40,1.960784314
1,0,12.515,4,207.0333333,4,0.99009901,60,1.960784314
1,0,12.515,4,154.4666667,8,0.99009901,60,1.960784314
1,0,12.515,4,170.7333333,12,0.99009901,60,1.960784314
1,0,12.515,4,149.4333333,4,0.99009901,80,1.960784314
1,0,12.515,4,171.1333333,8,0.99009901,80,1.960784314
1,0,12.515,4,163.5333333,12,0.99009901,80,1.960784314
1,0,12.515,4,1760.0,4,0.99009901,20,9.090909091
1,0,12.515,4,171.1666667,8,0.99009901,20,9.090909091
1,0,12.515,4,224.7333333,12,0.99009901,20,9.090909091
1,0,12.515,4,166.5666667,4,0.99009901,40,9.090909091
1,0,12.515,4,146.1333333,8,0.99009901,40,9.090909091
1,0,12.515,4,231.5,12,0.99009901,40,9.090909091
1,0,12.515,4,161.8333333,4,0.99009901,60,9.090909091
1,0,12.515,4,137.9,8,0.99009901,60,9.090909091
1,0,12.515,4,150.0,12,0.99009901,60,9.090909091
1,0,12.515,4,169.0,4,0.99009901,80,9.090909091
1,0,12.515,4,125.6,8,0.99009901,80,9.090909091
1,0,12.515,4,136.8666667,12,0.99009901,80,9.090909091
1,0,12.515,4,322.6333333,4,0.99009901,20,50.0
1,0,12.515,4,130.5333333,8,0.99009901,20,50.0
1,0,12.515,4,401.8333333,12,0.99009901,20,50.0
1,0,12.515,4,161.9,4,0.99009901,40,50.0
1,0,12.515,4,345.8666667,8,0.99009901,40,50.0
1,0,12.515,4,354.4666667,12,0.99009901,40,50.0
1,0,12.515,4,202.1,4,0.99009901,60,50.0
1,0,12.515,4,139.7,8,0.99009901,60,50.0
1,0,12.515,4,122.8,12,0.99009901,60,50.0
1,0,12.515,4,152.7666667,4,0.99009901,80,50.0
1,0,12.515,4,134.0,8,0.99009901,80,50.0
1,0,12.515,4,194.4666667,12,0.99009901,80,50.0
1,0,12.515,4,183.1333333,4,9.090909091,20,0.497512438
1,0,12.515,4,151.5333333,8,9.090909091,20,0.497512438
1,0,12.515,4,766.5666667,12,9.090909091,20,0.497512438
1,0,12.515,4,99.71,4,9.090909091,40,0.497512438
1,0,12.515,4,247.2666667,8,9.090909091,40,0.497512438
1,0,12.515,4,400.6,12,9.090909091,40,0.497512438
1,0,12.515,4,1350.666667,4,9.090909091,60,0.497512438
1,0,12.515,4,297.0,8,9.090909091,60,0.497512438
1,0,12.515,4,134.1333333,12,9.090909091,60,0.497512438
1,0,12.515,4,165.4666667,4,9.090909091,80,0.497512438
1,0,12.515,4,110.9666667,8,9.090909091,80,0.497512438
1,0,12.515,4,128.5333333,12,9.090909091,80,0.497512438
1,0,12.515,4,176.3333333,4,9.090909091,20,0.99009901
1,0,12.515,4,176.6666667,8,9.090909091,20,0.99009901
1,0,12.515,4,495.4333333,12,9.090909091,20,0.99009901
1,0,12.515,4,116.2666667,4,9.090909091,40,0.99009901
1,0,12.515,4,285.1333333,8,9.090909091,40,0.99009901
1,0,12.515,4,432.9,12,9.090909091,40,0.99009901
1,0,12.515,4,141.4,4,9.090909091,60,0.99009901
1,0,12.515,4,293.6333333,8,9.090909091,60,0.99009901
1,0,12.515,4,162.9333333,12,9.090909091,60,0.99009901
1,0,12.515,4,170.3,4,9.090909091,80,0.99009901
1,0,12.515,4,136.5,8,9.090909091,80,0.99009901
1,0,12.515,4,108.9333333,12,9.090909091,80,0.99009901
1,0,12.515,4,145.8666667,4,9.090909091,20,1.960784314
1,0,12.515,4,241.3666667,8,9.090909091,20,1.960784314
1,0,12.515,4,357.8666667,12,9.090909091,20,1.960784314
1,0,12.515,4,133.4,4,9.090909091,40,1.960784314
1,0,12.515,4,282.5,8,9.090909091,40,1.960784314
1,0,12.515,4,462.7,12,9.090909091,40,1.960784314
1,0,12.515,4,116.7666667,4,9.090909091,60,1.960784314
1,0,12.515,4,296.5666667,8,9.090909091,60,1.960784314
1,0,12.515,4,138.1666667,12,9.090909091,60,1.960784314
1,0,12.515,4,159.1333333,4,9.090909091,80,1.960784314
1,0,12.515,4,117.1333333,8,9.090909091,80,1.960784314
1,0,12.515,4,118.5666667,12,9.090909091,80,1.960784314
1,0,12.515,4,122.3666667,4,9.090909091,20,9.090909091
1,0,12.515,4,411.6333333,8,9.090909091,20,9.090909091
1,0,12.515,4,199.2,12,9.090909091,20,9.090909091
1,0,12.515,4,119.1333333,4,9.090909091,40,9.090909091
1,0,12.515,4,393.5333333,8,9.090909091,40,9.090909091
1,0,12.515,4,474.5,12,9.090909091,40,9.090909091
1,0,12.515,4,171.8333333,4,9.090909091,60,9.090909091
1,0,12.515,4,309.2,8,9.090909091,60,9.090909091
1,0,12.515,4,135.1,12,9.090909091,60,9.090909091
1,0,12.515,4,178.8,4,9.090909091,80,9.090909091
1,0,12.515,4,114.0333333,8,9.090909091,80,9.090909091
1,0,12.515,4,99.51,12,9.090909091,80,9.090909091
1,0,12.515,4,142.0666667,4,9.090909091,20,50.0
1,0,12.515,4,155.0333333,8,9.090909091,20,50.0
1,0,12.515,4,123.6666667,12,9.090909091,20,50.0
1,0,12.515,4,108.2666667,4,9.090909091,40,50.0
1,0,12.515,4,247.7,8,9.090909091,40,50.0
1,0,12.515,4,772.0333333,12,9.090909091,40,50.0
1,0,12.515,4,182.6,4,9.090909091,60,50.0
1,0,12.515,4,397.4666667,8,9.090909091,60,50.0
1,0,12.515,4,117.0333333,12,9.090909091,60,50.0
1,0,12.515,4,137.2333333,4,9.090909091,80,50.0
1,0,12.515,4,104.4666667,8,9.090909091,80,50.0
1,0,12.515,4,99.66666667,12,9.090909091,80,50.0
1,1,6.12,8,445.6,4,0.199600798,20,0.497512438
1,1,6.12,8,388.5666667,8,0.199600798,20,0.497512438
1,1,6.12,8,168.4666667,12,0.199600798,20,0.497512438
1,1,6.12,8,206.4666667,4,0.199600798,40,0.497512438
1,1,6.12,8,266.9333333,8,0.199600798,40,0.497512438
1,1,6.12,8,295.5333333,12,0.199600798,40,0.497512438
1,1,6.12,8,213.1,4,0.199600798,60,0.497512438
1,1,6.12,8,226.5333333,8,0.199600798,60,0.497512438
1,1,6.12,8,191.9333333,12,0.199600798,60,0.497512438
1,1,6.12,8,204.2,4,0.199600798,80,0.497512438
1,1,6.12,8,153.2,8,0.199600798,80,0.497512438
1,1,6.12,8,145.8666667,12,0.199600798,80,0.497512438
1,1,6.12,8,380.3333333,4,0.199600798,20,0.99009901
1,1,6.12,8,300.7,8,0.199600798,20,0.99009901
1,1,6.12,8,323.3666667,12,0.199600798,20,0.99009901
1,1,6.12,8,197.5333333,4,0.199600798,40,0.99009901
1,1,6.12,8,266.7,8,0.199600798,40,0.99009901
1,1,6.12,8,260.9333333,12,0.199600798,40,0.99009901
1,1,6.12,8,236.7333333,4,0.199600798,60,0.99009901
1,1,6.12,8,169.5666667,8,0.199600798,60,0.99009901
1,1,6.12,8,227.0666667,12,0.199600798,60,0.99009901
1,1,6.12,8,198.8,4,0.199600798,80,0.99009901
1,1,6.12,8,148.5333333,8,0.199600798,80,0.99009901
1,1,6.12,8,134.8333333,12,0.199600798,80,0.99009901
1,1,6.12,8,160.3666667,4,0.199600798,20,1.960784314
1,1,6.12,8,394.7333333,8,0.199600798,20,1.960784314
1,1,6.12,8,294.7666667,12,0.199600798,20,1.960784314
1,1,6.12,8,174.7,4,0.199600798,40,1.960784314
1,1,6.12,8,308.0666667,8,0.199600798,40,1.960784314
1,1,6.12,8,458.9333333,12,0.199600798,40,1.960784314
1,1,6.12,8,191.4333333,4,0.199600798,60,1.960784314
1,1,6.12,8,201.9333333,8,0.199600798,60,1.960784314
1,1,6.12,8,211.8333333,12,0.199600798,60,1.960784314
1,1,6.12,8,190.4333333,4,0.199600798,80,1.960784314
1,1,6.12,8,190.6333333,8,0.199600798,80,1.960784314
1,1,6.12,8,128.8,12,0.199600798,80,1.960784314
1,1,6.12,8,595.8333333,4,0.199600798,20,9.090909091
1,1,6.12,8,377.5666667,8,0.199600798,20,9.090909091
1,1,6.12,8,288.2333333,12,0.199600798,20,9.090909091
1,1,6.12,8,217.5333333,4,0.199600798,40,9.090909091
1,1,6.12,8,218.9666667,8,0.199600798,40,9.090909091
1,1,6.12,8,316.5666667,12,0.199600798,40,9.090909091
1,1,6.12,8,273.8,4,0.199600798,60,9.090909091
1,1,6.12,8,146.0,8,0.199600798,60,9.090909091
1,1,6.12,8,181.1666667,12,0.199600798,60,9.090909091
1,1,6.12,8,275.1,4,0.199600798,80,9.090909091
1,1,6.12,8,160.8666667,8,0.199600798,80,9.090909091
1,1,6.12,8,155.4,12,0.199600798,80,9.090909091
1,1,6.12,8,720.4,4,0.199600798,20,50.0
1,1,6.12,8,474.8333333,8,0.199600798,20,50.0
1,1,6.12,8,343.4,12,0.199600798,20,50.0
1,1,6.12,8,221.6333333,4,0.199600798,40,50.0
1,1,6.12,8,288.5,8,0.199600798,40,50.0
1,1,6.12,8,253.8,12,0.199600798,40,50.0
1,1,6.12,8,289.6666667,4,0.199600798,60,50.0
1,1,6.12,8,132.6,8,0.199600798,60,50.0
1,1,6.12,8,241.5333333,12,0.199600798,60,50.0
1,1,6.12,8,269.8333333,4,0.199600798,80,50.0
1,1,6.12,8,210.1666667,8,0.199600798,80,50.0
1,1,6.12,8,200.7333333,12,0.199600798,80,50.0
1,1,6.12,8,665.4,4,0.99009901,20,0.497512438
1,1,6.12,8,461.8666667,8,0.99009901,20,0.497512438
1,1,6.12,8,426.1,12,0.99009901,20,0.497512438
1,1,6.12,8,278.2,4,0.99009901,40,0.497512438
1,1,6.12,8,185.7333333,8,0.99009901,40,0.497512438
1,1,6.12,8,244.9,12,0.99009901,40,0.497512438
1,1,6.12,8,217.0666667,4,0.99009901,60,0.497512438
1,1,6.12,8,222.0666667,8,0.99009901,60,0.497512438
1,1,6.12,8,187.0666667,12,0.99009901,60,0.497512438
1,1,6.12,8,186.3666667,4,0.99009901,80,0.497512438
1,1,6.12,8,208.6666667,8,0.99009901,80,0.497512438
1,1,6.12,8,200.6333333,12,0.99009901,80,0.497512438
1,1,6.12,8,411.7333333,4,0.99009901,20,0.99009901
1,1,6.12,8,570.8666667,8,0.99009901,20,0.99009901
1,1,6.12,8,219.3333333,12,0.99009901,20,0.99009901
1,1,6.12,8,265.8666667,4,0.99009901,40,0.99009901
1,1,6.12,8,174.9,8,0.99009901,40,0.99009901
1,1,6.12,8,221.6,12,0.99009901,40,0.99009901
1,1,6.12,8,180.1666667,4,0.99009901,60,0.99009901
1,1,6.12,8,213.7666667,8,0.99009901,60,0.99009901
1,1,6.12,8,176.4333333,12,0.99009901,60,0.99009901
1,1,6.12,8,180.8666667,4,0.99009901,80,0.99009901
1,1,6.12,8,171.9333333,8,0.99009901,80,0.99009901
1,1,6.12,8,192.2,12,0.99009901,80,0.99009901
1,1,6.12,8,391.5666667,4,0.99009901,20,1.960784314
1,1,6.12,8,258.8333333,8,0.99009901,20,1.960784314
1,1,6.12,8,237.1333333,12,0.99009901,20,1.960784314
1,1,6.12,8,194.0333333,4,0.99009901,40,1.960784314
1,1,6.12,8,170.3,8,0.99009901,40,1.960784314
1,1,6.12,8,198.4,12,0.99009901,40,1.960784314
1,1,6.12,8,174.6333333,4,0.99009901,60,1.960784314
1,1,6.12,8,223.9666667,8,0.99009901,60,1.960784314
1,1,6.12,8,202.3,12,0.99009901,60,1.960784314
1,1,6.12,8,233.2666667,4,0.99009901,80,1.960784314
1,1,6.12,8,167.0333333,8,0.99009901,80,1.960784314
1,1,6.12,8,190.2333333,12,0.99009901,80,1.960784314
1,1,6.12,8,264.9,4,0.99009901,20,9.090909091
1,1,6.12,8,216.4,8,0.99009901,20,9.090909091
1,1,6.12,8,314.3333333,12,0.99009901,20,9.090909091
1,1,6.12,8,207.4,4,0.99009901,40,9.090909091
1,1,6.12,8,180.6333333,8,0.99009901,40,9.090909091
1,1,6.12,8,212.9666667,12,0.99009901,40,9.090909091
1,1,6.12,8,253.3,4,0.99009901,60,9.090909091
1,1,6.12,8,170.7666667,8,0.99009901,60,9.090909091
1,1,6.12,8,158.8333333,12,0.99009901,60,9.090909091
1,1,6.12,8,188.7333333,4,0.99009901,80,9.090909091
1,1,6.12,8,206.5333333,8,0.99009901,80,9.090909091
1,1,6.12,8,182.9,12,0.99009901,80,9.090909091
1,1,6.12,8,394.3,4,0.99009901,20,50.0
1,1,6.12,8,254.7,8,0.99009901,20,50.0
1,1,6.12,8,308.6333333,12,0.99009901,20,50.0
1,1,6.12,8,431.1,4,0.99009901,40,50.0
1,1,6.12,8,161.8333333,8,0.99009901,40,50.0
1,1,6.12,8,234.1666667,12,0.99009901,40,50.0
1,1,6.12,8,227.1333333,4,0.99009901,60,50.0
1,1,6.12,8,191.0333333,8,0.99009901,60,50.0
1,1,6.12,8,173.0666667,12,0.99009901,60,50.0
1,1,6.12,8,385.4666667,4,0.99009901,80,50.0
1,1,6.12,8,235.9666667,8,0.99009901,80,50.0
1,1,6.12,8,221.4,12,0.99009901,80,50.0
1,1,6.12,8,429.7333333,4,9.090909091,20,0.497512438
1,1,6.12,8,164.9,8,9.090909091,20,0.497512438
1,1,6.12,8,204.7333333,12,9.090909091,20,0.497512438
1,1,6.12,8,151.1,4,9.090909091,40,0.497512438
1,1,6.12,8,219.6333333,8,9.090909091,40,0.497512438
1,1,6.12,8,145.9333333,12,9.090909091,40,0.497512438
1,1,6.12,8,127.0666667,4,9.090909091,60,0.497512438
1,1,6.12,8,127.8,8,9.090909091,60,0.497512438
1,1,6.12,8,82.80666667,12,9.090909091,60,0.497512438
1,1,6.12,8,104.6,4,9.090909091,80,0.497512438
1,1,6.12,8,101.8666667,8,9.090909091,80,0.497512438
1,1,6.12,8,92.93333333,12,9.090909091,80,0.497512438
1,1,6.12,8,100.2433333,4,9.090909091,20,0.99009901
1,1,6.12,8,142.6,8,9.090909091,20,0.99009901
1,1,6.12,8,656.7666667,12,9.090909091,20,0.99009901
1,1,6.12,8,156.8,4,9.090909091,40,0.99009901
1,1,6.12,8,122.3333333,8,9.090909091,40,0.99009901
1,1,6.12,8,146.9333333,12,9.090909091,40,0.99009901
1,1,6.12,8,119.6333333,4,9.090909091,60,0.99009901
1,1,6.12,8,138.6333333,8,9.090909091,60,0.99009901
1,1,6.12,8,92.68333333,12,9.090909091,60,0.99009901
1,1,6.12,8,107.7666667,4,9.090909091,80,0.99009901
1,1,6.12,8,96.23333333,8,9.090909091,80,0.99009901
1,1,6.12,8,112.1666667,12,9.090909091,80,0.99009901
1,1,6.12,8,131.9333333,4,9.090909091,20,1.960784314
1,1,6.12,8,130.2,8,9.090909091,20,1.960784314
1,1,6.12,8,611.0333333,12,9.090909091,20,1.960784314
1,1,6.12,8,149.6666667,4,9.090909091,40,1.960784314
1,1,6.12,8,133.9666667,8,9.090909091,40,1.960784314
1,1,6.12,8,138.3,12,9.090909091,40,1.960784314
1,1,6.12,8,134.9666667,4,9.090909091,60,1.960784314
1,1,6.12,8,140.6333333,8,9.090909091,60,1.960784314
1,1,6.12,8,97.09,12,9.090909091,60,1.960784314
1,1,6.12,8,104.5666667,4,9.090909091,80,1.960784314
1,1,6.12,8,110.4,8,9.090909091,80,1.960784314
1,1,6.12,8,95.28,12,9.090909091,80,1.960784314
1,1,6.12,8,115.9666667,4,9.090909091,20,9.090909091
1,1,6.12,8,130.5666667,8,9.090909091,20,9.090909091
1,1,6.12,8,320.0666667,12,9.090909091,20,9.090909091
1,1,6.12,8,129.2333333,4,9.090909091,40,9.090909091
1,1,6.12,8,121.4666667,8,9.090909091,40,9.090909091
1,1,6.12,8,169.4666667,12,9.090909091,40,9.090909091
1,1,6.12,8,134.3333333,4,9.090909091,60,9.090909091
1,1,6.12,8,114.1666667,8,9.090909091,60,9.090909091
1,1,6.12,8,92.96333333,12,9.090909091,60,9.090909091
1,1,6.12,8,118.9,4,9.090909091,80,9.090909091
1,1,6.12,8,94.82333333,8,9.090909091,80,9.090909091
1,1,6.12,8,95.42666667,12,9.090909091,80,9.090909091
1,1,6.12,8,395.1666667,4,9.090909091,20,50.0
1,1,6.12,8,156.3,8,9.090909091,20,50.0
1,1,6.12,8,139.8,12,9.090909091,20,50.0
1,1,6.12,8,144.2333333,4,9.090909091,40,50.0
1,1,6.12,8,131.1,8,9.090909091,40,50.0
1,1,6.12,8,150.6666667,12,9.090909091,40,50.0
1,1,6.12,8,151.8666667,4,9.090909091,60,50.0
1,1,6.12,8,143.0666667,8,9.090909091,60,50.0
1,1,6.12,8,122.1,12,9.090909091,60,50.0
1,1,6.12,8,149.8,4,9.090909091,80,50.0
1,1,6.12,8,152.3333333,8,9.090909091,80,50.0
1,1,6.12,8,156.8,12,9.090909091,80,50.0
