,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_HEK293
997,998,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,100,8.459
998,999,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,100,8.877
999,1000,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,100,11.044
1000,1001,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,100,10.247
1001,1002,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,100,10.61
1002,1003,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,100,12.772
1003,1004,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,100,11.63
1004,1005,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,100,12.076
1005,1006,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,100,9.387
1006,1007,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,100,9.887
1007,1008,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,100,9.975
1008,1009,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,100,9.829
1009,1010,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,100,9.455
1010,1011,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,100,8.829
1011,1012,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,100,10.177
1012,1013,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,100,9.479
1013,1014,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,100,10.128
1014,1015,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,100,9.97
1015,1016,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,100,9.098
1016,1017,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,100,9.097
1017,1018,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,100,8.639
1018,1019,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,100,8.304
1019,1020,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,100,8.427
1020,1021,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,10,4.58
1021,1022,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,10,5.493
1022,1023,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,10,3.611
1023,1024,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,10,5.19
1024,1025,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,10,6.586
1025,1026,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,10,6.928
1026,1027,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,10,7.989
1027,1028,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,10,6.407
1028,1029,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,10,8.654
1029,1030,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,10,7.088
1030,1031,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,10,7.177
1031,1032,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,10,7.643
1032,1033,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,20,10,4.522
1033,1034,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,20,10,4.771
1034,1035,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,10,3.597
1035,1036,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,10,6.686
1036,1037,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,10,6.891
1037,1038,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,10,6.441
1038,1039,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,10,5.537
1039,1040,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,10,7.283
1040,1041,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,10,8.342
1041,1042,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,10,5.882
1042,1043,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,10,7.458
1043,1044,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,10,7.334
1044,1045,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,20,10,3.0
1045,1046,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,20,10,4.174
1046,1047,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,20,10,4.174
1047,1048,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,10,5.98
1048,1049,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,10,7.149
1049,1050,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,10,8.496
1050,1051,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,10,6.284
1051,1052,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,10,7.499
1052,1053,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,10,8.889
1053,1054,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,10,5.665
1054,1055,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,10,7.379
1055,1056,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,10,7.645
1056,1057,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,10,3.114
1057,1058,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,10,4.927
1058,1059,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,10,3.526
1059,1060,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,10,6.565
1060,1061,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,10,8.074
1061,1062,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,10,9.297
1062,1063,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,10,10.003
1063,1064,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,10,9.643
1064,1065,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,10,9.968
1065,1066,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,10,9.406
1066,1067,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,10,8.841
1067,1068,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,10,8.916
1068,1069,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,10,7.319
1069,1070,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,10,7.252
1070,1071,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,10,4.63
1071,1072,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,10,8.796
1072,1073,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,10,8.733
1073,1074,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,10,9.118
1074,1075,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,10,7.863
1075,1076,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,10,8.407
1076,1077,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,10,8.845
1077,1078,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,10,7.65
1078,1079,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,10,9.239
1079,1080,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,10,9.885
