Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,PDI,Zeta,NP_ratio,Chol_DMG-PEG_ratio,Dlin-MC3+Helper lipid percentage,Dlin-MC3_Helper lipid_ratio,RLU_B16
780,14PA,0,1,11.8502,2,8,28,0,278.9666667,0.099666667,-4.993333333,12,500,80,1,2.0
781,14PA,0,1,11.8502,2,8,28,0,198.6,0.339666667,-4.593333333,4,100,20,200,4.317
782,14PA,0,1,11.8502,2,8,28,0,144.3666667,0.263666667,-3.04,8,100,20,200,4.828
783,14PA,0,1,11.8502,2,8,28,0,164.5666667,0.468666667,-1.816666667,12,100,20,200,3.75
784,14PA,0,1,11.8502,2,8,28,0,162.7333333,0.169666667,-13.76666667,4,100,40,200,3.178
785,14PA,0,1,11.8502,2,8,28,0,145.8,0.22,-3.333333333,8,100,40,200,2.833
786,14PA,0,1,11.8502,2,8,28,0,139.0666667,0.236333333,-2.323333333,12,100,40,200,2.442
787,14PA,0,1,11.8502,2,8,28,0,151.2,0.2,-4.963333333,4,100,60,200,2.0
788,14PA,0,1,11.8502,2,8,28,0,123.4666667,0.224,-2.55,8,100,60,200,2.0
789,14PA,0,1,11.8502,2,8,28,0,114.8,0.250333333,-1.646666667,12,100,60,200,2.0
790,14PA,0,1,11.8502,2,8,28,0,168.1,0.237,-6.486666667,4,100,80,200,2.0
791,14PA,0,1,11.8502,2,8,28,0,147.2333333,0.233666667,-3.843333333,8,100,80,200,2.0
792,14PA,0,1,11.8502,2,8,28,0,150.2,0.243666667,-4.066666667,12,100,80,200,2.0
793,14PA,0,1,11.8502,2,8,28,0,139.3666667,0.235,-2.46,4,100,20,100,3.367
794,14PA,0,1,11.8502,2,8,28,0,176.9,0.498333333,-3.883333333,8,100,20,100,4.111
795,14PA,0,1,11.8502,2,8,28,0,120.0666667,0.183333333,-2.693333333,12,100,20,100,3.597
796,14PA,0,1,11.8502,2,8,28,0,167.7333333,0.218,-5.593333333,4,100,40,100,3.258
797,14PA,0,1,11.8502,2,8,28,0,130.9,0.225,-1.499,8,100,40,100,2.97
798,14PA,0,1,11.8502,2,8,28,0,141.1666667,0.267666667,-1.446,12,100,40,100,2.0
799,14PA,0,1,11.8502,2,8,28,0,129.2666667,0.165666667,-2.78,4,100,60,100,2.0
800,14PA,0,1,11.8502,2,8,28,0,116.2666667,0.202,-1.616666667,8,100,60,100,2.197
801,14PA,0,1,11.8502,2,8,28,0,167.0666667,0.242333333,-0.117666667,12,100,60,100,2.0
802,14PA,0,1,11.8502,2,8,28,0,181.1666667,0.229,-4.66,4,100,80,100,2.0
803,14PA,0,1,11.8502,2,8,28,0,146.6,0.229333333,-5.24,8,100,80,100,2.0
804,14PA,0,1,11.8502,2,8,28,0,153.0,0.251333333,-2.843333333,12,100,80,100,2.0
805,14PA,0,1,11.8502,2,8,28,0,150.3,0.243666667,-5.36,4,100,20,50,4.59
806,14PA,0,1,11.8502,2,8,28,0,136.1333333,0.233666667,-4.023333333,8,100,20,50,3.98
807,14PA,0,1,11.8502,2,8,28,0,139.5,0.318333333,-2.783333333,12,100,20,50,3.296
808,14PA,0,1,11.8502,2,8,28,0,179.5333333,0.216666667,-1.955666667,4,100,40,50,2.565
809,14PA,0,1,11.8502,2,8,28,0,136.8333333,0.254666667,-2.006,8,100,40,50,2.398
810,14PA,0,1,11.8502,2,8,28,0,124.5333333,0.238333333,-2.606666667,12,100,40,50,2.526
811,14PA,0,1,11.8502,2,8,28,0,147.5,0.220333333,-4.78,4,100,60,50,2.0
812,14PA,0,1,11.8502,2,8,28,0,117.8333333,0.217,-2.276666667,8,100,60,50,2.0
813,14PA,0,1,11.8502,2,8,28,0,174.4333333,0.279,-0.321666667,12,100,60,50,2.0
814,14PA,0,1,11.8502,2,8,28,0,166.5,0.239333333,-5.69,4,100,80,50,2.0
815,14PA,0,1,11.8502,2,8,28,0,146.4333333,0.211666667,-3.793333333,8,100,80,50,2.0
816,14PA,0,1,11.8502,2,8,28,0,172.0,0.255,-2.906666667,12,100,80,50,2.0
817,14PA,0,1,11.8502,2,8,28,0,142.4333333,0.208333333,-5.61,4,100,20,10,4.311
818,14PA,0,1,11.8502,2,8,28,0,124.6,0.187666667,-2.116666667,8,100,20,10,4.086
819,14PA,0,1,11.8502,2,8,28,0,134.9,0.226333333,-2.88,12,100,20,10,3.807
820,14PA,0,1,11.8502,2,8,28,0,170.8666667,0.251666667,-3.836666667,4,100,40,10,3.481
821,14PA,0,1,11.8502,2,8,28,0,165.8,0.278666667,-2.166666667,8,100,40,10,3.466
822,14PA,0,1,11.8502,2,8,28,0,137.2,0.217666667,-2.34,12,100,40,10,4.034
823,14PA,0,1,11.8502,2,8,28,0,140.6333333,0.203333333,-3.42,4,100,60,10,2.918
824,14PA,0,1,11.8502,2,8,28,0,123.8333333,0.230333333,-2.623333333,8,100,60,10,2.14
825,14PA,0,1,11.8502,2,8,28,0,184.6,0.286333333,-1.114333333,12,100,60,10,2.351
826,14PA,0,1,11.8502,2,8,28,0,181.1666667,0.243,-5.173333333,4,100,80,10,2.0
827,14PA,0,1,11.8502,2,8,28,0,163.4,0.253333333,-3.976666667,8,100,80,10,2.0
828,14PA,0,1,11.8502,2,8,28,0,156.7666667,0.272333333,-1.926666667,12,100,80,10,2.0
829,14PA,0,1,11.8502,2,8,28,0,346.0333333,0.224666667,-12.6,4,100,20,1,3.239
830,14PA,0,1,11.8502,2,8,28,0,247.9666667,0.196666667,-5.433333333,8,100,20,1,2.603
831,14PA,0,1,11.8502,2,8,28,0,400.5333333,0.138,-2.986666667,12,100,20,1,2.639
832,14PA,0,1,11.8502,2,8,28,0,204.2333333,0.204666667,-17.43333333,4,100,40,1,3.951
833,14PA,0,1,11.8502,2,8,28,0,159.2666667,0.215333333,-6.126666667,8,100,40,1,3.676
834,14PA,0,1,11.8502,2,8,28,0,176.7666667,0.192666667,-6.946666667,12,100,40,1,3.45
835,14PA,0,1,11.8502,2,8,28,0,183.5666667,0.132666667,-13.76666667,4,100,60,1,3.526
836,14PA,0,1,11.8502,2,8,28,0,154.5,0.166666667,-5.553333333,8,100,60,1,2.741
837,14PA,0,1,11.8502,2,8,28,0,198.3333333,0.194333333,-5.703333333,12,100,60,1,2.351
838,14PA,0,1,11.8502,2,8,28,0,279.1333333,0.122666667,-24.16666667,4,100,80,1,2.803
839,14PA,0,1,11.8502,2,8,28,0,185.8,0.107333333,-5.65,8,100,80,1,2.14
840,14PA,0,1,11.8502,2,8,28,0,161.5666667,0.190333333,-6.5,12,100,80,1,2.674
841,14PA,0,1,11.8502,2,8,28,0,136.6,0.355,-5.783333333,4,10,20,200,2.0
842,14PA,0,1,11.8502,2,8,28,0,171.6333333,0.635,-4.143333333,8,10,20,200,2.14
843,14PA,0,1,11.8502,2,8,28,0,132.0333333,0.295333333,-2.656666667,12,10,20,200,2.0
844,14PA,0,1,11.8502,2,8,28,0,118.8333333,0.163666667,-2.87,4,10,40,200,3.701
845,14PA,0,1,11.8502,2,8,28,0,101.1166667,0.191666667,-1.001333333,8,10,40,200,4.284
846,14PA,0,1,11.8502,2,8,28,0,104.8433333,0.204,-1.304,12,10,40,200,2.803
847,14PA,0,1,11.8502,2,8,28,0,127.2666667,0.196666667,-2.766666667,4,10,60,200,2.0
848,14PA,0,1,11.8502,2,8,28,0,129.6333333,0.221,-2.24,8,10,60,200,2.0
849,14PA,0,1,11.8502,2,8,28,0,106.2,0.176,-0.799666667,12,10,60,200,2.485
850,14PA,0,1,11.8502,2,8,28,0,146.4,0.159333333,-4.306666667,4,10,80,200,2.0
851,14PA,0,1,11.8502,2,8,28,0,125.3333333,0.210666667,-1.380333333,8,10,80,200,2.0
852,14PA,0,1,11.8502,2,8,28,0,126.2666667,0.168666667,-2.326666667,12,10,80,200,2.0
853,14PA,0,1,11.8502,2,8,28,0,162.4,0.433333333,-4.35,4,10,20,100,2.0
854,14PA,0,1,11.8502,2,8,28,0,116.5333333,0.39,-1.746666667,8,10,20,100,2.0
855,14PA,0,1,11.8502,2,8,28,0,119.3,0.326333333,-3.026666667,12,10,20,100,2.0
856,14PA,0,1,11.8502,2,8,28,0,115.8333333,0.177666667,-10.29333333,4,10,40,100,3.277
857,14PA,0,1,11.8502,2,8,28,0,132.1666667,0.207666667,-2.353333333,8,10,40,100,3.795
858,14PA,0,1,11.8502,2,8,28,0,118.2666667,0.222,-1.74,12,10,40,100,2.603
859,14PA,0,1,11.8502,2,8,28,0,121.0,0.170333333,-2.136666667,4,10,60,100,2.0
860,14PA,0,1,11.8502,2,8,28,0,111.5333333,0.215666667,-1.166666667,8,10,60,100,2.0
861,14PA,0,1,11.8502,2,8,28,0,126.0666667,0.171333333,-2.483333333,12,10,60,100,2.0
862,14PA,0,1,11.8502,2,8,28,0,144.3333333,0.148,-4.096666667,4,10,80,100,2.0
863,14PA,0,1,11.8502,2,8,28,0,116.6333333,0.159,-2.266666667,8,10,80,100,2.0
864,14PA,0,1,11.8502,2,8,28,0,127.7333333,0.197333333,-0.218,12,10,80,100,2.0
865,14PA,0,1,11.8502,2,8,28,0,159.3666667,0.433,-8.39,4,10,20,50,2.0
866,14PA,0,1,11.8502,2,8,28,0,116.4666667,0.282333333,-2.456666667,8,10,20,50,2.0
867,14PA,0,1,11.8502,2,8,28,0,153.8,0.473666667,-1.91,12,10,20,50,2.0
868,14PA,0,1,11.8502,2,8,28,0,108.6666667,0.173666667,-1.44,4,10,40,50,3.384
869,14PA,0,1,11.8502,2,8,28,0,118.8333333,0.208333333,-2.203333333,8,10,40,50,3.434
870,14PA,0,1,11.8502,2,8,28,0,113.7333333,0.229,-2.22,12,10,40,50,2.0
871,14PA,0,1,11.8502,2,8,28,0,132.3,0.207333333,-3.596666667,4,10,60,50,2.0
872,14PA,0,1,11.8502,2,8,28,0,117.4333333,0.154666667,-2.566666667,8,10,60,50,2.0
873,14PA,0,1,11.8502,2,8,28,0,120.5333333,0.225333333,-2.226666667,12,10,60,50,2.0
874,14PA,0,1,11.8502,2,8,28,0,131.1,0.132333333,-1.386666667,4,10,80,50,2.0
875,14PA,0,1,11.8502,2,8,28,0,119.6,0.184,-2.66,8,10,80,50,2.0
876,14PA,0,1,11.8502,2,8,28,0,121.0,0.19,-1.334666667,12,10,80,50,2.0
877,14PA,0,1,11.8502,2,8,28,0,191.2666667,0.513,-5.396666667,4,10,20,10,2.0
878,14PA,0,1,11.8502,2,8,28,0,385.8666667,0.701,-4.446666667,8,10,20,10,2.0
879,14PA,0,1,11.8502,2,8,28,0,183.3333333,0.539333333,-3.206666667,12,10,20,10,2.0
880,14PA,0,1,11.8502,2,8,28,0,97.60333333,0.188333333,-2.336666667,4,10,40,10,2.0
881,14PA,0,1,11.8502,2,8,28,0,119.1666667,0.197333333,-2.018333333,8,10,40,10,2.0
882,14PA,0,1,11.8502,2,8,28,0,103.9666667,0.224666667,-1.347333333,12,10,40,10,2.0
883,14PA,0,1,11.8502,2,8,28,0,143.1666667,0.189666667,-2.683333333,4,10,60,10,2.0
884,14PA,0,1,11.8502,2,8,28,0,124.6,0.196333333,-2.823333333,8,10,60,10,2.0
885,14PA,0,1,11.8502,2,8,28,0,118.8333333,0.200333333,-2.566666667,12,10,60,10,2.0
886,14PA,0,1,11.8502,2,8,28,0,128.4666667,0.170666667,-4.26,4,10,80,10,2.0
887,14PA,0,1,11.8502,2,8,28,0,122.4,0.174,-0.256,8,10,80,10,2.0
888,14PA,0,1,11.8502,2,8,28,0,134.6,0.224,-1.372,12,10,80,10,2.0
889,14PA,0,1,11.8502,2,8,28,0,216.2666667,0.555666667,-7.543333333,4,10,20,1,2.0
890,14PA,0,1,11.8502,2,8,28,0,193.8333333,0.536666667,-4.23,8,10,20,1,2.0
891,14PA,0,1,11.8502,2,8,28,0,874.3333333,0.326333333,-2.313333333,12,10,20,1,2.0
892,14PA,0,1,11.8502,2,8,28,0,139.2666667,0.179,-5.043333333,4,10,40,1,2.0
893,14PA,0,1,11.8502,2,8,28,0,163.2333333,0.229,-4.753333333,8,10,40,1,2.0
894,14PA,0,1,11.8502,2,8,28,0,190.5333333,0.275333333,-5.64,12,10,40,1,2.0
895,14PA,0,1,11.8502,2,8,28,0,149.8666667,0.227333333,-6.043333333,4,10,60,1,2.0
896,14PA,0,1,11.8502,2,8,28,0,152.6333333,0.220666667,-6.406666667,8,10,60,1,2.0
897,14PA,0,1,11.8502,2,8,28,0,183.5,0.219,-4.306666667,12,10,60,1,2.079
898,14PA,0,1,11.8502,2,8,28,0,169.6,0.205,-8.64,4,10,80,1,2.0
899,14PA,0,1,11.8502,2,8,28,0,157.9,0.182,-5.786666667,8,10,80,1,2.0
900,14PA,0,1,11.8502,2,8,28,0,186.1,0.175666667,-3.573333333,12,10,80,1,2.0
901,DDAB,1,0,12.73,0,0,36,0,145.9333333,0.338333333,12.13333333,4,500,20,200,3.497
902,DDAB,1,0,12.73,0,0,36,0,232.5,0.528666667,11.56666667,8,500,20,200,4.64
903,DDAB,1,0,12.73,0,0,36,0,473.7,0.365666667,12.93333333,12,500,20,200,4.6
904,DDAB,1,0,12.73,0,0,36,0,173.3333333,0.338666667,7.903333333,4,500,40,200,3.795
905,DDAB,1,0,12.73,0,0,36,0,143.8666667,0.368,6.54,8,500,40,200,3.861
906,DDAB,1,0,12.73,0,0,36,0,186.3333333,0.315333333,2.443333333,12,500,40,200,4.663
907,DDAB,1,0,12.73,0,0,36,0,185.8333333,0.162333333,-5.43,4,500,60,200,4.718
908,DDAB,1,0,12.73,0,0,36,0,160.5333333,0.243333333,5.633333333,8,500,60,200,3.998
909,DDAB,1,0,12.73,0,0,36,0,132.9666667,0.204333333,0.464333333,12,500,60,200,5.507
910,DDAB,1,0,12.73,0,0,36,0,242.4,0.187,-21.8,4,500,80,200,4.966
911,DDAB,1,0,12.73,0,0,36,0,106.8,0.147333333,2.466666667,8,500,80,200,4.086
912,DDAB,1,0,12.73,0,0,36,0,104.0333333,0.246333333,-11.91333333,12,500,80,200,5.549
913,DDAB,1,0,12.73,0,0,36,0,251.5666667,0.556333333,10.82,4,500,20,100,3.818
914,DDAB,1,0,12.73,0,0,36,0,253.2333333,0.742333333,11.0,8,500,20,100,4.663
915,DDAB,1,0,12.73,0,0,36,0,403.8666667,0.668,12.23333333,12,500,20,100,4.151
916,DDAB,1,0,12.73,0,0,36,0,174.2,0.307333333,5.666666667,4,500,40,100,4.718
917,DDAB,1,0,12.73,0,0,36,0,177.8666667,0.396666667,8.876666667,8,500,40,100,4.256
918,DDAB,1,0,12.73,0,0,36,0,130.0333333,0.248,1.906666667,12,500,40,100,4.317
919,DDAB,1,0,12.73,0,0,36,0,159.0333333,0.152333333,-10.13333333,4,500,60,100,3.045
920,DDAB,1,0,12.73,0,0,36,0,130.7,0.201,0.829333333,8,500,60,100,4.787
921,DDAB,1,0,12.73,0,0,36,0,130.8333333,0.252666667,4.373333333,12,500,60,100,5.244
922,DDAB,1,0,12.73,0,0,36,0,212.2333333,0.199,-19.76666667,4,500,80,100,4.7
923,DDAB,1,0,12.73,0,0,36,0,121.7,0.187,6.47,8,500,80,100,4.58
924,DDAB,1,0,12.73,0,0,36,0,107.7,0.204333333,-3.599,12,500,80,100,4.62
925,DDAB,1,0,12.73,0,0,36,0,180.5666667,0.500666667,10.9,4,500,20,50,4.388
926,DDAB,1,0,12.73,0,0,36,0,365.4333333,0.661333333,10.6,8,500,20,50,3.418
927,DDAB,1,0,12.73,0,0,36,0,248.0,0.695666667,9.493333333,12,500,20,50,3.97
928,DDAB,1,0,12.73,0,0,36,0,172.9,0.316333333,8.536666667,4,500,40,50,3.555
929,DDAB,1,0,12.73,0,0,36,0,177.5666667,0.327,9.536666667,8,500,40,50,4.29
930,DDAB,1,0,12.73,0,0,36,0,151.3333333,0.329666667,-2.658333333,12,500,40,50,3.401
931,DDAB,1,0,12.73,0,0,36,0,160.6,0.190333333,-5.226666667,4,500,60,50,3.296
932,DDAB,1,0,12.73,0,0,36,0,158.3,0.218666667,-1.371333333,8,500,60,50,3.714
933,DDAB,1,0,12.73,0,0,36,0,132.8,0.234333333,2.146666667,12,500,60,50,3.135
934,DDAB,1,0,12.73,0,0,36,0,230.8333333,0.238333333,-12.03,4,500,80,50,4.22
935,DDAB,1,0,12.73,0,0,36,0,122.1333333,0.205666667,6.88,8,500,80,50,4.483
936,DDAB,1,0,12.73,0,0,36,0,115.7666667,0.249666667,-5.71,12,500,80,50,5.043
937,DDAB,1,0,12.73,0,0,36,0,164.7,0.432333333,9.616666667,4,500,20,10,4.779
938,DDAB,1,0,12.73,0,0,36,0,498.1666667,0.394666667,10.49333333,8,500,20,10,3.701
939,DDAB,1,0,12.73,0,0,36,0,212.7666667,0.700666667,9.68,12,500,20,10,3.942
940,DDAB,1,0,12.73,0,0,36,0,185.4666667,0.308,8.14,4,500,40,10,3.882
941,DDAB,1,0,12.73,0,0,36,0,163.3333333,0.316333333,13.96666667,8,500,40,10,3.296
942,DDAB,1,0,12.73,0,0,36,0,149.6666667,0.19,5.79,12,500,40,10,2.918
943,DDAB,1,0,12.73,0,0,36,0,154.3333333,0.224666667,-0.544333333,4,500,60,10,4.111
944,DDAB,1,0,12.73,0,0,36,0,137.2666667,0.244333333,2.826666667,8,500,60,10,3.664
945,DDAB,1,0,12.73,0,0,36,0,117.2333333,0.258666667,1.908666667,12,500,60,10,4.718
946,DDAB,1,0,12.73,0,0,36,0,255.5,0.361,-5.39,4,500,80,10,2.89
947,DDAB,1,0,12.73,0,0,36,0,110.3666667,0.194333333,10.8,8,500,80,10,3.922
948,DDAB,1,0,12.73,0,0,36,0,112.2666667,0.185333333,32.86666667,12,500,80,10,5.091
949,DDAB,1,0,12.73,0,0,36,0,194.9,0.444,14.7,4,500,20,1,7.45
950,DDAB,1,0,12.73,0,0,36,0,197.3,0.518,14.16666667,8,500,20,1,5.956
951,DDAB,1,0,12.73,0,0,36,0,175.9,0.469,17.73333333,12,500,20,1,4.973
952,DDAB,1,0,12.73,0,0,36,0,195.9,0.281333333,19.6,4,500,40,1,6.488
953,DDAB,1,0,12.73,0,0,36,0,140.6333333,0.247666667,21.26666667,8,500,40,1,5.903
954,DDAB,1,0,12.73,0,0,36,0,185.2,0.268333333,14.2,12,500,40,1,5.768
955,DDAB,1,0,12.73,0,0,36,0,213.6,0.21,14.26666667,4,500,60,1,6.125
956,DDAB,1,0,12.73,0,0,36,0,150.9333333,0.205,15.46666667,8,500,60,1,6.158
957,DDAB,1,0,12.73,0,0,36,0,150.2333333,0.234666667,15.53333333,12,500,60,1,5.833
958,DDAB,1,0,12.73,0,0,36,0,300.9666667,0.388666667,-0.805,4,500,80,1,3.75
959,DDAB,1,0,12.73,0,0,36,0,133.4,0.216666667,22.93333333,8,500,80,1,4.8
960,DDAB,1,0,12.73,0,0,36,0,153.8666667,0.301,38.2,12,500,80,1,6.642
961,DDAB,1,0,12.73,0,0,36,0,163.7333333,0.523666667,1.65,4,100,20,200,4.977
962,DDAB,1,0,12.73,0,0,36,0,169.7666667,0.279,-1.823333333,8,100,20,200,4.887
963,DDAB,1,0,12.73,0,0,36,0,196.0333333,0.504333333,-0.158466667,12,100,20,200,3.314
964,DDAB,1,0,12.73,0,0,36,0,190.9666667,0.371666667,4.643333333,4,100,40,200,5.572
965,DDAB,1,0,12.73,0,0,36,0,181.9,0.496666667,1.453333333,8,100,40,200,5.193
966,DDAB,1,0,12.73,0,0,36,0,170.2666667,0.446,2.91,12,100,40,200,5.675
967,DDAB,1,0,12.73,0,0,36,0,159.0666667,0.272333333,7.4,4,100,60,200,4.174
968,DDAB,1,0,12.73,0,0,36,0,140.5333333,0.257666667,6.18,8,100,60,200,4.234
969,DDAB,1,0,12.73,0,0,36,0,127.2666667,0.248666667,8.59,12,100,60,200,4.29
970,DDAB,1,0,12.73,0,0,36,0,131.1666667,0.235333333,8.573333333,4,100,80,200,4.585
971,DDAB,1,0,12.73,0,0,36,0,128.2,0.279,1.683333333,8,100,80,200,5.085
972,DDAB,1,0,12.73,0,0,36,0,125.3333333,0.289666667,2.076666667,12,100,80,200,4.959
973,DDAB,1,0,12.73,0,0,36,0,171.9333333,0.524333333,-0.481,4,100,20,100,5.33
974,DDAB,1,0,12.73,0,0,36,0,150.5666667,0.471333333,1.207666667,8,100,20,100,2.996
975,DDAB,1,0,12.73,0,0,36,0,136.6666667,0.332,-0.237733333,12,100,20,100,4.425
976,DDAB,1,0,12.73,0,0,36,0,204.2333333,0.537,-0.117666667,4,100,40,100,5.765
977,DDAB,1,0,12.73,0,0,36,0,171.6333333,0.404,6.66,8,100,40,100,4.659
978,DDAB,1,0,12.73,0,0,36,0,196.8,0.642333333,10.83333333,12,100,40,100,5.659
979,DDAB,1,0,12.73,0,0,36,0,153.2333333,0.228,7.173333333,4,100,60,100,2.0
980,DDAB,1,0,12.73,0,0,36,0,110.4333333,0.225,4.58,8,100,60,100,5.316
981,DDAB,1,0,12.73,0,0,36,0,143.0666667,0.188333333,6.5,12,100,60,100,4.554
982,DDAB,1,0,12.73,0,0,36,0,134.9333333,0.235,8.523333333,4,100,80,100,4.62
983,DDAB,1,0,12.73,0,0,36,0,120.1333333,0.319,4.36,8,100,80,100,3.135
984,DDAB,1,0,12.73,0,0,36,0,102.2966667,0.366333333,1.221,12,100,80,100,5.124
985,DDAB,1,0,12.73,0,0,36,0,122.2333333,0.363,-0.675,4,100,20,50,5.432
986,DDAB,1,0,12.73,0,0,36,0,216.0,0.552,-0.180233333,8,100,20,50,4.227
987,DDAB,1,0,12.73,0,0,36,0,126.4666667,0.392333333,3.94,12,100,20,50,5.398
988,DDAB,1,0,12.73,0,0,36,0,189.7333333,0.336333333,5.51,4,100,40,50,6.183
989,DDAB,1,0,12.73,0,0,36,0,174.6,0.402,2.436666667,8,100,40,50,4.749
990,DDAB,1,0,12.73,0,0,36,0,159.8666667,0.449,7.05,12,100,40,50,6.373
991,DDAB,1,0,12.73,0,0,36,0,140.7,0.195,7.98,4,100,60,50,6.084
992,DDAB,1,0,12.73,0,0,36,0,139.5333333,0.184333333,8.23,8,100,60,50,4.736
993,DDAB,1,0,12.73,0,0,36,0,151.2,0.308,7.35,12,100,60,50,5.316
994,DDAB,1,0,12.73,0,0,36,0,127.9666667,0.211,8.526666667,4,100,80,50,5.438
995,DDAB,1,0,12.73,0,0,36,0,114.8333333,0.408,4.426666667,8,100,80,50,5.375
996,DDAB,1,0,12.73,0,0,36,0,91.54,0.411333333,4.913333333,12,100,80,50,3.597
997,DDAB,1,0,12.73,0,0,36,0,113.9666667,0.287,4.576666667,4,100,20,10,5.741
998,DDAB,1,0,12.73,0,0,36,0,283.5666667,0.667,1.78,8,100,20,10,5.121
999,DDAB,1,0,12.73,0,0,36,0,143.6333333,0.598333333,6.03,12,100,20,10,6.043
1000,DDAB,1,0,12.73,0,0,36,0,131.7,0.376333333,5.266666667,4,100,40,10,6.591
1001,DDAB,1,0,12.73,0,0,36,0,146.2666667,0.390333333,4.823333333,8,100,40,10,5.984
1002,DDAB,1,0,12.73,0,0,36,0,124.9666667,0.358333333,4.396666667,12,100,40,10,6.327
1003,DDAB,1,0,12.73,0,0,36,0,133.3,0.207666667,5.976666667,4,100,60,10,6.848
1004,DDAB,1,0,12.73,0,0,36,0,147.6666667,0.244,7.0,8,100,60,10,5.849
1005,DDAB,1,0,12.73,0,0,36,0,128.9333333,0.282666667,5.493333333,12,100,60,10,5.316
1006,DDAB,1,0,12.73,0,0,36,0,129.7,0.235666667,8.37,4,100,80,10,5.57
1007,DDAB,1,0,12.73,0,0,36,0,88.21333333,0.315333333,2.646666667,8,100,80,10,4.792
1008,DDAB,1,0,12.73,0,0,36,0,86.61,0.321666667,5.016666667,12,100,80,10,4.419
1009,DDAB,1,0,12.73,0,0,36,0,97.09666667,0.323333333,3.523333333,4,100,20,1,5.836
1010,DDAB,1,0,12.73,0,0,36,0,125.0333333,0.341666667,8.636666667,8,100,20,1,6.026
1011,DDAB,1,0,12.73,0,0,36,0,150.1,0.389666667,7.9,12,100,20,1,6.306
1012,DDAB,1,0,12.73,0,0,36,0,116.0,0.189,5.51,4,100,40,1,4.7
1013,DDAB,1,0,12.73,0,0,36,0,120.9333333,0.245666667,7.95,8,100,40,1,4.691
1014,DDAB,1,0,12.73,0,0,36,0,140.9333333,0.236,10.19,12,100,40,1,4.741
1015,DDAB,1,0,12.73,0,0,36,0,154.5,0.208,8.826666667,4,100,60,1,4.182
1016,DDAB,1,0,12.73,0,0,36,0,149.3333333,0.211,10.71,8,100,60,1,5.447
1017,DDAB,1,0,12.73,0,0,36,0,146.9666667,0.253666667,14.23333333,12,100,60,1,4.527
1018,DDAB,1,0,12.73,0,0,36,0,172.9666667,0.199666667,13.56666667,4,100,80,1,3.98
1019,DDAB,1,0,12.73,0,0,36,0,95.48333333,0.285666667,18.53333333,8,100,80,1,4.382
1020,DDAB,1,0,12.73,0,0,36,0,97.44333333,0.335,18.13333333,12,100,80,1,6.143
1021,DDAB,1,0,12.73,0,0,36,0,280.2666667,0.666,-2.143333333,4,10,20,200,2.0
1022,DDAB,1,0,12.73,0,0,36,0,135.4333333,0.426333333,-1.52,8,10,20,200,2.0
1023,DDAB,1,0,12.73,0,0,36,0,172.7666667,0.708333333,-0.768,12,10,20,200,2.0
1024,DDAB,1,0,12.73,0,0,36,0,161.0333333,0.731,-1.302666667,4,10,40,200,2.079
1025,DDAB,1,0,12.73,0,0,36,0,103.78,0.529666667,-1.417333333,8,10,40,200,3.296
1026,DDAB,1,0,12.73,0,0,36,0,194.2,0.767666667,-1.53,12,10,40,200,3.068
1027,DDAB,1,0,12.73,0,0,36,0,277.0333333,0.281333333,-0.445353333,4,10,60,200,3.714
1028,DDAB,1,0,12.73,0,0,36,0,197.9,0.621666667,-0.4119,8,10,60,200,3.091
1029,DDAB,1,0,12.73,0,0,36,0,250.5333333,0.345333333,-1.150666667,12,10,60,200,5.624
1030,DDAB,1,0,12.73,0,0,36,0,203.0666667,0.320666667,-0.866333333,4,10,80,200,3.45
1031,DDAB,1,0,12.73,0,0,36,0,183.1333333,0.504333333,-1.256666667,8,10,80,200,3.045
1032,DDAB,1,0,12.73,0,0,36,0,204.2666667,0.304,0.426333333,12,10,80,200,4.856
1033,DDAB,1,0,12.73,0,0,36,0,172.2333333,0.682333333,-1.87,4,10,20,100,2.0
1034,DDAB,1,0,12.73,0,0,36,0,135.7,0.478333333,-2.006666667,8,10,20,100,2.0
1035,DDAB,1,0,12.73,0,0,36,0,198.1333333,0.776,-0.638,12,10,20,100,2.0
1036,DDAB,1,0,12.73,0,0,36,0,108.2,0.709666667,-1.143666667,4,10,40,100,2.603
1037,DDAB,1,0,12.73,0,0,36,0,119.6333333,0.53,-1.095,8,10,40,100,3.367
1038,DDAB,1,0,12.73,0,0,36,0,203.1333333,0.677,-1.493333333,12,10,40,100,3.239
1039,DDAB,1,0,12.73,0,0,36,0,159.9,0.686666667,-1.693333333,4,10,60,100,2.079
1040,DDAB,1,0,12.73,0,0,36,0,224.8,0.432666667,-0.698333333,8,10,60,100,3.761
1041,DDAB,1,0,12.73,0,0,36,0,252.4666667,0.39,-0.727,12,10,60,100,5.389
1042,DDAB,1,0,12.73,0,0,36,0,554.6666667,0.804333333,-0.57,4,10,80,100,3.871
1043,DDAB,1,0,12.73,0,0,36,0,153.5666667,0.714666667,-0.411666667,8,10,80,100,4.909
1044,DDAB,1,0,12.73,0,0,36,0,186.2666667,0.42,-0.533333333,12,10,80,100,5.952
1045,DDAB,1,0,12.73,0,0,36,0,240.3333333,0.832333333,-1.993333333,4,10,20,50,2.0
1046,DDAB,1,0,12.73,0,0,36,0,153.9333333,0.520333333,-1.546666667,8,10,20,50,2.0
