,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,wt_Helper,wt_Dlin,wt_Chol,wt_DMG,wt_pDNA,Size,PDI,Zeta,RLU_HepG2
727,728,14PA,0,1,11.8502,2,8,28,0,0.324345947,67.75437726,27.28054361,0.354050867,4.286682307,255.3333333,0.322666667,-1.217666667,1.705
728,729,14PA,0,1,11.8502,2,8,28,0,0.32904769,68.73654977,27.67600441,0.359183215,2.899214916,154.7333333,0.23,2.996666667,1.872
729,730,14PA,0,1,11.8502,2,8,28,0,0.372746907,77.86511516,11.75681976,0.152581719,9.852736457,200.9666667,0.274333333,-6.603333333,1.253
730,731,14PA,0,1,11.8502,2,8,28,0,0.392061289,81.89980093,12.3660152,0.160487946,5.181634631,172.4333333,0.257666667,0.623,1.253
731,732,14PA,0,1,11.8502,2,8,28,0,0.398952035,83.33924601,12.58335639,0.163308631,3.515136938,200.2333333,0.246,0.325333333,1.253
732,733,14PA,0,1,11.8502,2,8,28,0,0.266284137,27.81276603,67.52528207,0.876352943,3.519314822,200.4,0.323666667,-4.816666667,1.099
733,734,14PA,0,1,11.8502,2,8,28,0,0.271053755,28.31094161,68.73477869,0.892049966,1.791175972,207.5166667,0.543333333,-3.873333333,1.253
734,735,14PA,0,1,11.8502,2,8,28,0,0.272681825,28.48098983,69.14763061,0.897408019,1.201289719,307.6333333,0.151333333,-3.5,1.099
735,736,14PA,0,1,11.8502,2,8,28,0,0.465133433,48.58211788,44.23132361,0.574040558,6.147384525,197.9,0.2495,-2.638333333,1.0
736,737,14PA,0,1,11.8502,2,8,28,0,0.479883577,50.12273655,45.63397146,0.592244326,3.171164088,190.1333333,0.249333333,0.246333333,1.0
737,738,14PA,0,1,11.8502,2,8,28,0,0.485010403,50.65822166,46.12150095,0.598571555,2.136695431,179.7666667,0.306333333,-3.133333333,1.253
738,739,14PA,0,1,11.8502,2,8,28,0,0.619285058,64.68290079,26.17341928,0.339682447,8.184712416,231.2,0.212666667,-9.153333333,1.0
739,740,14PA,0,1,11.8502,2,8,28,0,0.645709803,67.44290469,27.29023282,0.354176615,4.266976068,214.3333333,0.271666667,-0.320666667,1.609
740,741,14PA,0,1,11.8502,2,8,28,0,0.65502641,68.41600285,27.68398922,0.359286843,2.885694679,169.7,0.245666667,2.133333333,1.0
741,742,14PA,0,1,11.8502,2,8,28,0,0.74228715,77.53018657,11.76448908,0.152681252,9.810355949,210.8333333,0.223666667,-9.556666667,1.386
742,743,14PA,0,1,11.8502,2,8,28,0,0.780575782,81.5293461,12.37132457,0.160556852,5.158196703,201.4666667,0.236,0.087033333,1.099
743,744,14PA,0,1,11.8502,2,8,28,0,0.794231794,82.95568524,12.58775835,0.163365761,3.498958862,162.3333333,0.244666667,3.74,1.099
744,745,14PA,0,1,11.8502,2,8,28,0,0.527590312,27.55279766,67.5564353,0.876757254,3.486419476,213.1333333,0.346166667,-4.85,1.386
745,746,14PA,0,1,11.8502,2,8,28,0,0.536950485,28.04162194,68.75497879,0.892312126,1.774136661,209.5833333,0.408333333,-2.693333333,1.253
746,747,14PA,0,1,11.8502,2,8,28,0,0.540144787,28.20844071,69.16400008,0.897620464,1.189793964,186.8666667,0.411166667,-2.901666667,1.253
747,748,14PA,0,1,11.8502,2,8,28,0,0.921889189,48.14460336,44.26698092,0.574503324,6.092023209,180.9,0.212666667,-1.799333333,1.253
748,749,14PA,0,1,11.8502,2,8,28,0,0.95085226,49.65716641,45.65772038,0.592552543,3.141708407,219.7,0.262,-0.851333333,1.0
749,750,14PA,0,1,11.8502,2,8,28,0,0.960915312,50.18269776,46.14092482,0.598823641,2.116638475,193.5666667,0.322333333,-1.121333333,1.099
750,751,14PA,0,1,11.8502,2,8,28,0,1.22774398,64.11751828,26.20151941,0.340047134,8.113171201,298.8333333,0.357,-2.73,1.253
751,752,14PA,0,1,11.8502,2,8,28,0,1.27965425,66.82847247,27.30934642,0.354424674,4.228102185,180.7,0.229,1.443333333,1.0
752,753,14PA,0,1,11.8502,2,8,28,0,1.297947094,67.78379518,27.69973749,0.359491226,2.859029013,165.1666667,0.326,0.187266667,1.386
753,754,14PA,0,1,11.8502,2,8,28,0,1.471911754,76.86889962,11.77963148,0.152877773,9.726679376,223.7,0.255333333,-5.206666667,1.0
754,755,14PA,0,1,11.8502,2,8,28,0,1.547155165,80.79840028,12.3818005,0.16069281,5.111951241,197.4666667,0.243333333,0.386,1.705
755,756,14PA,0,1,11.8502,2,8,28,0,1.573975451,82.19905889,12.59644182,0.163478456,3.467045384,176.4,0.296666667,0.998,1.504
756,757,14PA,0,1,11.8502,2,8,28,0,2.454418251,25.63583444,67.78615402,0.879738577,3.24385471,170.7333333,0.256333333,-3.636666667,1.0
757,758,14PA,0,1,11.8502,2,8,28,0,2.494883448,26.05848412,68.90372235,0.894242542,1.648667545,174.4,0.289,-2.656666667,1.609
758,759,14PA,0,1,11.8502,2,8,28,0,2.50866999,26.20248139,69.28447925,0.89918406,1.105185307,245.4333333,0.322833333,-1.633,1.0
759,760,14PA,0,1,11.8502,2,8,28,0,4.299674364,44.90911037,44.53067268,0.577925554,5.682617025,201.5166667,0.258,-1.138333333,1.0
760,761,14PA,0,1,11.8502,2,8,28,0,4.425414029,46.22243228,45.83292756,0.594826408,2.924399731,158.9333333,0.270333333,-0.238,1.792
761,762,14PA,0,1,11.8502,2,8,28,0,4.468977619,46.67744396,46.28410497,0.600681854,1.968791599,203.6333333,0.252,-0.738666667,1.253
762,763,14PA,0,1,11.8502,2,8,28,0,5.737514588,59.92702101,26.40979164,0.342750121,7.582922641,209.3333333,0.170666667,-3.896666667,1.253
763,764,14PA,0,1,11.8502,2,8,28,0,5.96362305,62.28867191,27.45056936,0.356257486,3.940878193,223.4666667,0.241666667,-0.527,1.386
764,765,14PA,0,1,11.8502,2,8,28,0,6.043005546,63.11780383,27.81596716,0.360999672,2.662223794,185.9666667,0.238,-0.284666667,1.099
765,766,14PA,0,1,11.8502,2,8,28,0,6.889454751,71.95877121,11.89206548,0.154336957,9.105371604,230.6,0.265666667,-1.926666667,2.015
766,767,14PA,0,1,11.8502,2,8,28,0,7.218070837,75.39109069,12.45929818,0.161698586,4.769841708,208.0666667,0.248333333,-0.139,2.89
767,768,14PA,0,1,11.8502,2,8,28,0,7.334688514,76.60913552,12.66059496,0.164311045,3.23126996,188.6333333,0.284666667,-0.031,2.862
768,769,14PA,0,1,11.8502,2,8,28,0,13.76790926,14.38026474,69.13496191,0.897243602,1.819620486,337.1666667,0.21,-11.87166667,1.504
769,770,14PA,0,1,11.8502,2,8,28,0,13.89432122,14.51229912,69.7697341,0.905481768,0.918163791,247.8666667,0.220833333,-8.006666667,1.386
770,771,14PA,0,1,11.8502,2,8,28,0,13.93697597,14.55685104,69.98392311,0.908261545,0.613988334,208.5333333,0.273666667,-8.283333333,1.386
771,772,14PA,0,1,11.8502,2,8,28,0,24.48504483,25.57406649,46.10647331,0.598376524,3.236038845,239.25,0.211166667,-15.03333333,1.792
772,773,14PA,0,1,11.8502,2,8,28,0,24.88773319,25.99466523,46.86475413,0.608217603,1.644629853,323.1666667,0.111333333,-7.436666667,1.0
773,774,14PA,0,1,11.8502,2,8,28,0,25.0249223,26.1379561,47.12308759,0.611570292,1.102463718,255.3,0.203333333,-8.44,1.099
774,775,14PA,0,1,11.8502,2,8,28,0,33.06427926,34.53487965,27.67180846,0.35912876,4.369903866,501.3333333,0.13,-15.4,2.015
775,776,14PA,0,1,11.8502,2,8,28,0,33.80285541,35.30630545,28.28992983,0.367150829,2.233758482,231.3666667,0.207666667,-3.776666667,1.705
776,777,14PA,0,1,11.8502,2,8,28,0,34.05643491,35.57116341,28.50215292,0.369905091,1.500343673,229.3333333,0.148666667,-5.566666667,1.0
777,778,14PA,0,1,11.8502,2,8,28,0,40.08730964,41.87027344,12.58104341,0.163278613,5.298094901,232.4333333,0.112333333,-6.826666667,1.0
778,779,14PA,0,1,11.8502,2,8,28,0,41.17813805,43.00961864,12.92339015,0.167721639,2.721131516,341.5666667,0.096333333,-13.4,1.792
779,780,14PA,0,1,11.8502,2,8,28,0,41.55506067,43.40330565,13.04168394,0.169256873,1.830692864,278.9666667,0.099666667,-4.993333333,3.611
780,781,14PA,0,1,11.8502,2,8,28,0,0.129958662,27.14776707,65.06499108,4.222114642,3.435168545,198.6,0.339666667,-4.593333333,1.0
781,782,14PA,0,1,11.8502,2,8,28,0,0.132229821,27.62220166,66.20206738,4.29590035,1.747600789,144.3666667,0.263666667,-3.04,1.0
782,783,14PA,0,1,11.8502,2,8,28,0,0.133004617,27.78405311,66.58997636,4.321072047,1.171893868,164.5666667,0.468666667,-1.816666667,1.099
783,784,14PA,0,1,11.8502,2,8,28,0,0.229221944,47.88341025,43.03577232,2.792622598,6.05897289,162.7333333,0.169666667,-13.76666667,1.099
784,785,14PA,0,1,11.8502,2,8,28,0,0.236383139,49.37935099,44.38026648,2.879867803,3.124131588,145.8,0.22,-3.333333333,1.253
785,786,14PA,0,1,11.8502,2,8,28,0,0.238870684,49.89898767,44.84729599,2.910173688,2.104671966,139.0666667,0.236333333,-2.323333333,1.253
786,787,14PA,0,1,11.8502,2,8,28,0,0.307516258,64.23873247,25.66013713,1.66510498,8.128509155,151.2,0.2,-4.963333333,1.0
787,788,14PA,0,1,11.8502,2,8,28,0,0.320543981,66.96016401,26.74721192,1.735646055,4.236434042,123.4666667,0.224,-2.55,1.386
788,789,14PA,0,1,11.8502,2,8,28,0,0.325135363,67.91928254,27.13033145,1.76050696,2.864743687,114.8,0.250333333,-1.646666667,1.253
789,790,14PA,0,1,11.8502,2,8,28,0,0.370851261,77.46912344,11.6043794,0.753016628,9.802629268,168.1,0.237,-6.486666667,1.253
790,791,14PA,0,1,11.8502,2,8,28,0,0.389964655,81.46182373,12.20246038,0.791826538,5.1539247,147.2333333,0.233666667,-3.843333333,1.253
791,792,14PA,0,1,11.8502,2,8,28,0,0.396781258,82.88578063,12.41576002,0.805667707,3.496010381,150.2,0.243666667,-4.066666667,1.705
792,793,14PA,0,1,11.8502,2,8,28,0,0.258689402,27.01951338,65.07978289,4.223074493,3.418939842,139.3666667,0.235,-2.46,1.099
793,794,14PA,0,1,11.8502,2,8,28,0,0.263188531,27.48943703,66.21165115,4.296522248,1.73920104,176.9,0.498333333,-3.883333333,1.0
794,795,14PA,0,1,11.8502,2,8,28,0,0.26472322,27.64973184,66.59774068,4.321575879,1.166228378,120.0666667,0.183333333,-2.693333333,1.0
795,796,14PA,0,1,11.8502,2,8,28,0,0.456357313,47.66547231,43.05303189,2.793742584,6.031395906,167.7333333,0.218,-5.593333333,1.0
796,797,14PA,0,1,11.8502,2,8,28,0,0.470547607,49.14761596,44.39175307,2.880613176,3.109470182,130.9,0.225,-1.499,1.099
797,798,14PA,0,1,11.8502,2,8,28,0,0.475475868,49.6623614,44.85668819,2.910783154,2.094691389,141.1666667,0.267666667,-1.446,1.0
798,799,14PA,0,1,11.8502,2,8,28,0,0.612317117,63.95511537,25.67394513,1.666000991,8.092621395,129.2666667,0.165666667,-2.78,1.099
799,800,14PA,0,1,11.8502,2,8,28,0,0.63813817,66.65206501,26.75660031,1.736255274,4.216941242,116.2666667,0.202,-1.616666667,1.0
800,801,14PA,0,1,11.8502,2,8,28,0,0.647236025,67.60231497,27.13806574,1.761008843,2.851374423,167.0666667,0.242333333,-0.117666667,1.099
801,802,14PA,0,1,11.8502,2,8,28,0,0.738509716,77.13564227,11.61191076,0.753505343,9.760431911,181.1666667,0.229,-4.66,1.0
802,803,14PA,0,1,11.8502,2,8,28,0,0.776399698,81.09316378,12.2076715,0.792164691,5.130600331,146.6,0.229333333,-5.24,1.099
803,804,14PA,0,1,11.8502,2,8,28,0,0.789908718,82.50414985,12.42007971,0.805948015,3.479913709,153.0,0.251333333,-2.843333333,1.0
804,805,14PA,0,1,11.8502,2,8,28,0,0.512536074,26.7666074,65.10895114,4.224967242,3.386938143,150.3,0.243666667,-5.36,1.0
805,806,14PA,0,1,11.8502,2,8,28,0,0.521365233,27.22770008,66.23054494,4.29774828,1.722641472,136.1333333,0.233666667,-4.023333333,1.0
806,807,14PA,0,1,11.8502,2,8,28,0,0.524376274,27.38494824,66.61304626,4.322569069,1.155060163,139.5,0.318333333,-2.783333333,1.099
807,808,14PA,0,1,11.8502,2,8,28,0,0.904481261,47.23549433,43.08708393,2.795952246,5.976988233,179.5333333,0.216666667,-1.955666667,1.0
808,809,14PA,0,1,11.8502,2,8,28,0,0.932344317,48.69061035,44.41440584,2.882083131,3.080556362,136.8333333,0.254666667,-2.006,1.253
809,810,14PA,0,1,11.8502,2,8,28,0,0.942017443,49.19577824,44.87520786,2.911984909,2.075011541,124.5333333,0.238333333,-2.606666667,1.099
810,811,14PA,0,1,11.8502,2,8,28,0,1.213915246,63.3953285,25.70119854,1.667769485,8.02178823,147.5,0.220333333,-4.78,1.0
811,812,14PA,0,1,11.8502,2,8,28,0,1.264638559,66.04429525,26.77512026,1.737457047,4.17848888,117.8333333,0.217,-2.276666667,1.0
812,813,14PA,0,1,11.8502,2,8,28,0,1.282501622,66.97717316,27.15331974,1.761998687,2.825006785,174.4333333,0.279,-0.321666667,1.792
813,814,14PA,0,1,11.8502,2,8,28,0,1.464411732,76.47721961,11.62678062,0.754470259,9.677117774,166.5,0.239333333,-5.69,1.099
814,815,14PA,0,1,11.8502,2,8,28,0,1.538870907,80.36576445,12.2179535,0.792831898,5.084579248,146.4333333,0.211666667,-3.793333333,1.705
815,816,14PA,0,1,11.8502,2,8,28,0,1.56540228,81.75133492,12.42860085,0.806500958,3.448160991,172.0,0.255,-2.906666667,1.872
816,817,14PA,0,1,11.8502,2,8,28,0,2.384152667,24.90192656,65.32400927,4.238922521,3.150988979,142.4333333,0.208333333,-5.61,1.872
817,818,14PA,0,1,11.8502,2,8,28,0,2.422316124,25.3005351,66.3696596,4.306775532,1.600713645,124.6,0.187666667,-2.116666667,1.705
818,819,14PA,0,1,11.8502,2,8,28,0,2.435310238,25.43625564,66.72568867,4.329878517,1.072866939,134.9,0.226333333,-2.88,1.872
819,820,14PA,0,1,11.8502,2,8,28,0,4.218009653,44.05614124,43.33887236,2.81229098,5.574685764,170.8666667,0.251666667,-3.836666667,1.609
820,821,14PA,0,1,11.8502,2,8,28,0,4.338951097,45.31934683,44.58151196,2.892926769,2.867263343,165.8,0.278666667,-2.166666667,1.504
821,822,14PA,0,1,11.8502,2,8,28,0,4.380820989,45.75666822,45.01171342,2.920842854,1.929954521,137.2,0.217666667,-2.34,1.872
822,823,14PA,0,1,11.8502,2,8,28,0,5.672382043,59.24672654,25.90317462,1.68087586,7.496840933,140.6333333,0.203333333,-3.42,3.068
823,824,14PA,0,1,11.8502,2,8,28,0,5.893287227,61.55403041,26.91194757,1.746335871,3.894398912,123.8333333,0.230333333,-2.623333333,1.792
824,825,14PA,0,1,11.8502,2,8,28,0,5.9707961,62.36359277,27.26589515,1.769303787,2.630412189,184.6,0.286333333,-1.114333333,1.099
825,826,14PA,0,1,11.8502,2,8,28,0,6.854016681,71.58862872,11.73718486,0.761634471,9.058535272,181.1666667,0.243,-5.173333333,2.197
826,827,14PA,0,1,11.8502,2,8,28,0,7.179181003,74.98489531,12.29401364,0.797767496,4.744142549,163.4,0.253333333,-3.976666667,1.872
827,828,14PA,0,1,11.8502,2,8,28,0,7.294535389,76.18974536,12.49155266,0.810585947,3.213580648,156.7666667,0.272333333,-1.926666667,1.504
828,829,14PA,0,1,11.8502,2,8,28,0,13.36614482,13.96063102,66.58589521,4.320807218,1.766521733,346.0333333,0.224666667,-12.6,1.386
829,830,14PA,0,1,11.8502,2,8,28,0,13.4852548,14.08503865,67.17926336,4.359311309,0.891131886,247.9666667,0.196666667,-5.433333333,1.0
830,831,14PA,0,1,11.8502,2,8,28,0,13.52543127,14.12700206,67.37940982,4.372298959,0.595857884,400.5333333,0.138,-2.986666667,1.253
831,832,14PA,0,1,11.8502,2,8,28,0,24.00386145,25.07148151,44.84235988,2.90985338,3.172443776,204.2333333,0.204666667,-17.43333333,2.526
832,833,14PA,0,1,11.8502,2,8,28,0,24.39075291,25.47558075,45.56512385,2.95675406,1.611788429,159.2666667,0.215333333,-6.126666667,1.386
833,834,14PA,0,1,11.8502,2,8,28,0,24.5225032,25.6131909,45.81125066,2.972725408,1.08032983,176.7666667,0.192666667,-6.946666667,1.253
834,835,14PA,0,1,11.8502,2,8,28,0,32.67120885,34.12432664,27.12626713,1.760243223,4.317954151,183.5666667,0.132666667,-13.76666667,2.833
835,836,14PA,0,1,11.8502,2,8,28,0,33.39213745,34.87731998,27.72484007,1.799085057,2.20661744,154.5,0.166666667,-5.553333333,1.946
836,837,14PA,0,1,11.8502,2,8,28,0,33.63956965,35.13575723,27.9302782,1.812416087,1.481978828,198.3333333,0.194333333,-5.703333333,1.253
837,838,14PA,0,1,11.8502,2,8,28,0,39.8692265,41.64249062,12.41349027,0.805520421,5.269272185,279.1333333,0.122666667,-24.16666667,2.303
838,839,14PA,0,1,11.8502,2,8,28,0,40.94805884,42.7693062,12.74939031,0.827317219,2.705927433,185.8,0.107333333,-5.65,1.609
839,840,14PA,0,1,11.8502,2,8,28,0,41.32076212,43.15858621,12.86543341,0.83484734,1.820370928,161.5666667,0.190333333,-6.5,2.079
840,841,14PA,0,1,11.8502,2,8,28,0,0.100570795,21.00877667,46.23200339,30.00028359,2.658365552,136.6,0.355,-5.783333333,1.0
841,842,14PA,0,1,11.8502,2,8,28,0,0.101925572,21.29178339,46.85478918,30.40441382,1.347088038,171.6333333,0.635,-4.143333333,1.0
842,843,14PA,0,1,11.8502,2,8,28,0,0.102385312,21.38782098,47.06612991,30.54155437,0.902109428,132.0333333,0.295333333,-2.656666667,1.0
843,844,14PA,0,1,11.8502,2,8,28,0,0.192094622,40.1276834,33.11443161,21.48819576,5.077594612,118.8333333,0.163666667,-2.87,1.386
844,845,14PA,0,1,11.8502,2,8,28,0,0.197098555,41.17298196,33.97703978,22.04794848,2.60493123,101.1166667,0.191666667,-1.001333333,1.0
845,846,14PA,0,1,11.8502,2,8,28,0,0.198824973,41.53362273,34.27465013,22.24107001,1.751832161,104.8433333,0.204,-1.304,1.0
846,847,14PA,0,1,11.8502,2,8,28,0,0.275739684,57.6007524,21.12607683,13.70886506,7.288566028,127.2666667,0.196666667,-2.766666667,1.0
847,848,14PA,0,1,11.8502,2,8,28,0,0.286168473,59.77927849,21.92508913,14.22734996,3.78211395,129.6333333,0.221,-2.24,1.099
848,849,14PA,0,1,11.8502,2,8,28,0,0.289822276,60.54254112,22.20502896,14.40900496,2.553602688,106.2,0.176,-0.799666667,1.0
849,850,14PA,0,1,11.8502,2,8,28,0,0.352481357,73.63173495,10.12714434,6.571577693,9.317061663,146.4,0.159333333,-4.306666667,1.0
850,851,14PA,0,1,11.8502,2,8,28,0,0.369704138,77.22949477,10.62197219,6.892675087,4.886153813,125.3333333,0.210666667,-1.380333333,1.253
851,852,14PA,0,1,11.8502,2,8,28,0,0.375825272,78.50817144,10.79783852,7.006796031,3.311368732,126.2666667,0.168666667,-2.326666667,1.253
852,853,14PA,0,1,11.8502,2,8,28,0,0.200181049,20.90845042,46.24013658,30.00556128,2.645670674,162.4,0.433333333,-4.35,1.0
853,854,14PA,0,1,11.8502,2,8,28,0,0.202864614,21.18874259,46.86001745,30.40780649,1.340568856,116.5333333,0.39,-1.746666667,1.0
854,855,14PA,0,1,11.8502,2,8,28,0,0.203775196,21.28385082,47.07035429,30.54429559,0.897724107,119.3,0.326333333,-3.026666667,1.0
855,856,14PA,0,1,11.8502,2,8,28,0,0.382415793,39.94245049,33.12556041,21.49541732,5.05415599,115.8333333,0.177666667,-10.29333333,1.0
856,857,14PA,0,1,11.8502,2,8,28,0,0.392330285,40.97799642,33.98437199,22.05270641,2.59259489,132.1666667,0.207666667,-2.353333333,1.0
857,858,14PA,0,1,11.8502,2,8,28,0,0.395750353,41.33521464,34.28062457,22.24494686,1.743463576,118.2666667,0.222,-1.74,1.253
858,859,14PA,0,1,11.8502,2,8,28,0,0.549014033,57.34325375,21.13626972,13.71547931,7.255983191,121.0,0.170333333,-2.136666667,1.0
859,860,14PA,0,1,11.8502,2,8,28,0,0.56968205,59.5019806,21.93195937,14.23180811,3.764569874,111.5333333,0.215666667,-1.166666667,1.0
860,861,14PA,0,1,11.8502,2,8,28,0,0.576921589,60.25813378,22.21067145,14.41266641,2.54160677,126.0666667,0.171333333,-2.483333333,1.0
861,862,14PA,0,1,11.8502,2,8,28,0,0.701905497,73.3124157,10.13339119,6.575631317,9.276656298,144.3333333,0.148,-4.096666667,1.0
862,863,14PA,0,1,11.8502,2,8,28,0,0.736045712,76.87828273,10.62627258,6.895465641,4.863933338,116.6333333,0.159,-2.266666667,1.099
863,864,14PA,0,1,11.8502,2,8,28,0,0.748175973,78.14526052,10.80139683,7.00910504,3.296061639,127.7333333,0.197333333,-0.218,1.386
864,865,14PA,0,1,11.8502,2,8,28,0,0.396574459,20.71064533,46.25617213,30.01596686,2.620641219,159.3666667,0.433,-8.39,1.0
865,866,14PA,0,1,11.8502,2,8,28,0,0.40183985,20.98562429,46.87032364,30.41449425,1.327717972,116.4666667,0.282333333,-2.456666667,1.0
866,867,14PA,0,1,11.8502,2,8,28,0,0.403626189,21.0789138,47.07868101,30.54969886,0.88908014,153.8,0.473666667,-1.91,1.0
867,868,14PA,0,1,11.8502,2,8,28,0,0.757835118,39.57706805,33.1475126,21.50966225,5.007921975,108.6666667,0.173666667,-1.44,1.0
868,869,14PA,0,1,11.8502,2,8,28,0,0.777298366,40.5935138,33.99883004,22.06208834,2.568269453,118.8333333,0.208333333,-2.203333333,1.0
869,870,14PA,0,1,11.8502,2,8,28,0,0.784010198,40.94403149,34.29240382,22.2525905,1.726963998,113.7333333,0.229,-2.22,1.0
870,871,14PA,0,1,11.8502,2,8,28,0,1.088297804,56.83510198,21.15638454,13.72853196,7.191683724,132.3,0.207333333,-3.596666667,1.0
871,872,14PA,0,1,11.8502,2,8,28,0,1.128890937,58.95503169,21.94551039,14.24060146,3.729965524,117.4333333,0.154666667,-2.566666667,1.0
872,873,14PA,0,1,11.8502,2,8,28,0,1.143103391,59.69726077,22.22179887,14.41988707,2.517949904,120.5333333,0.225333333,-2.226666667,1.0
873,874,14PA,0,1,11.8502,2,8,28,0,1.391739858,72.68201453,10.14572373,6.583633997,9.196887886,131.1,0.132333333,-1.386666667,1.099
874,875,14PA,0,1,11.8502,2,8,28,0,1.458823017,76.18535539,10.63475708,6.900971293,4.820093228,119.6,0.184,-2.66,1.0
875,876,14PA,0,1,11.8502,2,8,28,0,1.482644635,77.429412,10.80841565,7.013659604,3.265868114,121.0,0.19,-1.334666667,1.0
876,877,14PA,0,1,11.8502,2,8,28,0,1.843359025,19.25346129,46.37430227,30.09262237,2.436255049,191.2666667,0.513,-5.396666667,1.386
877,878,14PA,0,1,11.8502,2,8,28,0,1.866090386,19.49088513,46.94616644,30.4637092,1.23314885,385.8666667,0.701,-4.446666667,1.0
878,879,14PA,0,1,11.8502,2,8,28,0,1.873792603,19.57133301,47.13993497,30.589447,0.825492417,183.3333333,0.539333333,-3.206666667,1.0
879,880,14PA,0,1,11.8502,2,8,28,0,3.530786371,36.87825203,33.30965757,21.61487931,4.666424721,97.60333333,0.188333333,-2.336666667,1.253
880,881,14PA,0,1,11.8502,2,8,28,0,3.615135151,37.75925565,34.10540919,22.13124833,2.388951676,119.1666667,0.197333333,-2.018333333,1.0
881,882,14PA,0,1,11.8502,2,8,28,0,3.644154179,38.06235272,34.3791765,22.30889793,1.605418676,103.9666667,0.224666667,-1.347333333,1.0
882,883,14PA,0,1,11.8502,2,8,28,0,5.081264789,53.07264271,21.30531872,13.82517643,6.715597359,143.1666667,0.189666667,-2.683333333,1.0
883,884,14PA,0,1,11.8502,2,8,28,0,5.257811515,54.91663267,22.04556439,14.30552723,3.474464192,124.6,0.196333333,-2.823333333,1.099
884,885,14PA,0,1,11.8502,2,8,28,0,5.319418613,55.56010465,22.3038778,14.47314869,2.343450241,118.8333333,0.200333333,-2.566666667,1.504
885,886,14PA,0,1,11.8502,2,8,28,0,6.510815969,68.00397617,10.23724027,6.64301974,8.60494785,128.4666667,0.170666667,-4.26,1.0
886,887,14PA,0,1,11.8502,2,8,28,0,6.803536347,71.06137323,10.6974973,6.941683879,4.495909248,122.4,0.174,-0.256,1.0
887,888,14PA,0,1,11.8502,2,8,28,0,6.907047881,72.14252742,10.860253,7.047297242,3.042874457,134.6,0.224,-1.372,2.89
888,889,14PA,0,1,11.8502,2,8,28,0,10.2892384,10.74687299,47.06390937,30.54011344,1.359865802,216.2666667,0.555666667,-7.543333333,1.0
889,890,14PA,0,1,11.8502,2,8,28,0,10.35967725,10.82044475,47.38610308,30.74918728,0.684587638,193.8333333,0.536666667,-4.23,1.0
890,891,14PA,0,1,11.8502,2,8,28,0,10.38337168,10.84519304,47.49448353,30.81951615,0.457435608,874.3333333,0.326333333,-2.313333333,1.0
891,892,14PA,0,1,11.8502,2,8,28,0,19.98007912,20.86873337,34.27151007,22.2390324,2.640645039,139.2666667,0.179,-5.043333333,1.0
892,893,14PA,0,1,11.8502,2,8,28,0,20.24741024,21.14795457,34.73005886,22.53658805,1.33798828,163.2333333,0.229,-4.753333333,1.0
893,894,14PA,0,1,11.8502,2,8,28,0,20.33811745,21.24269617,34.88564749,22.63755064,0.895988259,190.5333333,0.275333333,-5.64,1.0
894,895,14PA,0,1,11.8502,2,8,28,0,29.12324917,30.41856431,22.20206373,14.4070808,3.849041987,149.8666667,0.227333333,-6.043333333,1.0
895,896,14PA,0,1,11.8502,2,8,28,0,29.6947305,31.01546342,22.63773163,14.68978887,1.962285592,152.6333333,0.220666667,-6.406666667,1.0
896,897,14PA,0,1,11.8502,2,8,28,0,29.89024113,31.21966978,22.78677885,14.7865067,1.316803543,183.5,0.219,-4.306666667,1.0
897,898,14PA,0,1,11.8502,2,8,28,0,37.76389952,39.44352498,10.79596878,7.005582743,4.991023975,169.6,0.205,-8.64,1.386
898,899,14PA,0,1,11.8502,2,8,28,0,38.73042184,40.45303532,11.07227883,7.184882343,2.559381664,157.9,0.182,-5.786666667,1.0
899,900,14PA,0,1,11.8502,2,8,28,0,39.06368477,40.80112079,11.16755226,7.246705964,1.720936218,186.1,0.175666667,-3.573333333,1.0
900,901,DDAB,1,0,12.73,0,0,36,0,0.137265912,27.93867508,67.49517373,0.875962193,3.552923077,145.9333333,0.338333333,12.13333333,1.792
901,902,DDAB,1,0,12.73,0,0,36,0,0.13974849,28.44397129,68.715885,0.891804761,1.808590453,232.5,0.528666667,11.56666667,2.303
902,903,DDAB,1,0,12.73,0,0,36,0,0.140596092,28.61648966,69.13266057,0.897213735,1.213039943,473.7,0.365666667,12.93333333,3.135
903,904,DDAB,1,0,12.73,0,0,36,0,0.239690256,48.78580629,44.19688561,0.573593617,6.204024225,173.3333333,0.338666667,7.903333333,1.386
904,905,DDAB,1,0,12.73,0,0,36,0,0.247363502,50.34759478,45.61176818,0.591956169,3.201317365,143.8666667,0.368,6.54,1.099
905,906,DDAB,1,0,12.73,0,0,36,0,0.250031603,50.89065187,46.1037439,0.598341102,2.157231519,186.3333333,0.315333333,2.443333333,4.682
906,907,DDAB,1,0,12.73,0,0,36,0,0.319044583,64.93733826,26.14629431,0.339330415,8.257992442,185.8333333,0.162333333,-5.43,2.079
907,908,DDAB,1,0,12.73,0,0,36,0,0.332785274,67.73407568,27.27236941,0.353944781,4.306824857,160.5333333,0.243333333,5.633333333,1.609
908,909,DDAB,1,0,12.73,0,0,36,0,0.337632353,68.72063481,27.66959643,0.359100051,2.913036362,132.9666667,0.204333333,0.464333333,4.828
