Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3:Helper lipid,Dlin-MC3+Helper lipid percentage,Chol:DMG-PEG,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
195,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,20,500,1.609,5.549,6.635,8.008,2.197,2.639
196,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,40,500,1.099,5.82,5.182,2.197,0.693,1.609
197,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,40,500,0.916,5.124,5.521,7.994,2.015,0.693
198,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,40,500,1.099,5.394,6.198,10.284,3.401,1.386
199,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,60,500,0.916,5.347,4.234,8.146,1.099,1.099
200,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,60,500,1.099,5.215,4.06,6.336,1.253,1.792
201,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,60,500,1.253,5.215,5.318,10.810,3.091,1.792
202,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,80,500,0.916,5.153,2.833,4.388,0.916,1.000
203,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,80,500,0.693,3.932,2.079,7.105,1.099,1.386
204,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,80,500,0.693,4.635,3.526,8.201,1.872,1.792
205,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,20,500,2.398,6.303,6.641,8.280,2.015,4.344
206,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,20,500,2.351,6.009,4.949,8.337,2.526,1.609
207,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,20,500,0.916,5.389,6.292,9.564,2.442,1.099
208,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,40,500,0.916,5.513,4.19,2.398,1.872,1.099
209,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,40,500,0.916,4.956,4.443,8.257,2.251,1.609
210,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,40,500,0.405,5.017,4.357,10.436,1.609,1.386
211,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,60,500,0.405,5.384,2.639,6.433,1.504,0.693
212,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,60,500,0.405,4.949,3.178,6.296,1.504,1.609
213,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,60,500,1.253,4.804,4.025,10.999,2.197,1.099
214,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,80,500,0.693,5.257,2.398,3.761,1.872,1.099
215,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,80,500,0.405,3.555,2.079,7.610,1.609,0.693
216,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,80,500,4.357,4.025,3.332,11.412,4.852,1.946
217,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,20,500,2.741,6.997,4.419,8.692,2.603,2.565
218,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,20,500,1.386,6.18,4.595,9.601,3.761,2.079
219,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,20,500,1.253,5.505,4.949,9.450,4.595,1.099
220,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,40,500,1.253,6.071,4.007,4.311,1.253,1.609
221,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,40,500,1.099,5.749,4.431,9.355,3.481,1.099
222,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,40,500,0.916,5.231,5.209,9.103,3.807,1.609
223,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,60,500,0.693,6.161,3.466,10.343,2.526,1.386
224,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,60,500,0.405,6.009,3.434,11.127,2.674,0.693
225,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,60,500,1.609,6.001,3.912,11.116,4.103,1.099
226,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,80,500,1.504,7.607,4.127,5.938,1.705,1.386
227,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,80,500,1.253,6.916,4.82,8.322,3.570,2.303
228,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,80,500,3.902,6.551,5.472,11.211,4.317,1.386
229,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,20,500,3.676,6.038,7.904,10.310,3.296,1.099
230,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,20,500,2.862,8.595,6.518,10.555,2.251,1.386
231,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,20,500,2.197,7.874,5.832,9.917,2.603,1.609
232,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,40,500,1.253,8.389,6.913,4.135,0.693,1.099
233,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,40,500,3.584,9.338,5.781,11.156,3.726,3.367
234,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,40,500,3.401,8.956,5.684,10.878,2.603,2.197
235,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,60,500,4.174,9.82,4.19,12.159,2.639,1.386
236,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,60,500,4.159,8.782,7.149,11.252,3.807,1.099
237,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,60,500,5.807,9.016,7.487,11.954,4.167,2.079
238,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,80,500,6.222,10.091,7.888,11.362,3.638,1.946
239,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,80,500,6.708,10.023,7.405,11.657,5.185,2.708
240,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,80,500,6.424,9.557,7.815,10.701,5.707,1.946
241,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,200,20,100,1.253,5.733,7.561,8.327,3.314,2.079
242,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,200,20,100,1.253,5.106,6.252,8.342,3.045,1.609
243,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,200,20,100,0.916,4.29,5.966,8.745,3.512,2.833
244,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,200,40,100,1.099,4.86,7.285,2.565,2.197,1.099
245,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,200,40,100,0.693,4.875,7.834,7.671,3.555,1.792
246,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,200,40,100,1.504,4.71,7.23,9.016,4.419,2.079
247,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,200,60,100,0.693,5.024,8.1,10.272,2.251,0.693
248,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,200,60,100,0.405,4.407,7.413,9.371,1.946,1.099
249,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,200,60,100,1.792,5.472,6.436,10.169,2.485,1.946
250,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,200,80,100,0.693,4.007,4.812,7.535,1.609,1.792
251,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,200,80,100,0.405,3.892,4.489,8.034,1.504,1.099
252,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,200,80,100,5.226,5.429,5.226,10.437,5.841,2.079
253,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,20,100,1.253,5.635,6.535,8.611,3.481,1.099
254,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,20,100,1.099,5.204,5.541,8.749,2.944,2.773
255,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,20,100,1.253,4.533,5.694,8.481,3.434,2.197
256,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,40,100,0.693,5.024,5.361,8.733,2.603,1.386
257,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,40,100,1.386,4.883,5.663,8.276,3.624,1.099
258,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,40,100,1.099,5.056,6.91,8.518,3.871,3.555
259,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,60,100,0.916,4.997,4.635,10.306,2.603,0.693
260,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,60,100,1.099,4.466,4.635,9.555,2.303,1.946
261,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,60,100,1.504,3.219,5.075,10.889,4.324,1.609
262,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,80,100,0.405,3.434,2.708,7.253,1.792,1.099
263,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,80,100,0.405,3.611,2.079,9.418,1.792,1.386
264,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,80,100,3.989,3.714,2.773,10.485,5.021,1.792
265,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,20,100,1.099,6.026,3.738,8.071,3.296,1.946
266,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,20,100,0.916,5.193,3.932,8.489,2.708,1.386
267,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,20,100,1.386,5.333,2.485,9.017,2.890,1.386
268,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,40,100,2.015,5.13,2.89,8.507,3.157,1.609
269,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,40,100,1.609,5.333,4.344,8.201,4.190,1.386
270,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,40,100,4.304,5.037,3.989,10.186,6.146,1.609
271,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,60,100,2.398,5.609,3.638,9.977,2.773,1.386
272,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,60,100,1.099,4.956,2.89,10.071,3.541,1.946
273,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,60,100,1.872,4.771,3.367,11.058,5.142,1.792
274,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,80,100,1.872,5.318,4.234,7.607,2.862,1.946
275,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,80,100,1.946,4.043,2.079,10.174,2.442,2.565
276,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,80,100,4.483,6.969,5.464,3.296,5.952,0.693
277,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,20,100,2.197,6.457,6.133,9.239,3.624,4.043
278,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,20,100,2.079,5.357,6.047,10.091,3.384,1.792
279,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,20,100,2.251,5.71,5.268,10.078,3.784,2.303
280,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,40,100,1.946,6.628,6.444,10.443,4.350,1.792
281,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,40,100,1.872,5.943,6.621,9.919,5.836,2.639
282,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,40,100,3.02,5.872,6.945,10.377,6.599,1.792
283,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,60,100,1.792,7.681,7.076,11.270,3.850,1.792
284,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,60,100,1.705,6.817,6.219,10.989,4.696,1.792
285,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,60,100,4.363,5.756,5.517,10.423,6.184,3.434
286,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,80,100,2.89,8.712,6.868,9.969,3.761,2.303
287,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,80,100,3.526,7.524,5.953,10.762,4.143,1.609
288,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,80,100,5.844,7.093,5.606,10.571,5.531,4.431
289,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,20,100,5.816,9.043,7.869,8.779,4.615,1.792
290,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,20,100,3.296,8.948,6.99,10.771,2.197,1.792
291,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,20,100,4.311,7.891,6.194,11.063,2.773,3.258
292,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,40,100,6.029,9.87,6.116,11.497,4.883,2.303
293,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,40,100,6.372,8.838,5.914,11.654,5.097,2.079
294,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,40,100,6.458,8.756,6.207,11.174,4.687,3.332
295,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,60,100,6.006,10.216,6.279,11.550,5.529,2.398
296,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,60,100,6.537,8.985,5.252,11.218,6.308,4.682
297,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,60,100,7.636,8.301,6.363,11.494,5.844,6.621
298,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,80,100,7.84,10.438,7.005,11.117,6.763,4.934
299,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,80,100,8.234,10.235,6.702,10.730,6.818,6.443
300,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,80,100,8.221,9.509,6.506,10.592,6.020,7.745
301,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,200,20,10,1.099,2.639,1.792,7.619,1.253,0.693
302,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,200,20,10,0.916,2.303,1.946,6.195,1.504,1.386
303,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,200,20,10,0.405,2.197,1.386,5.375,2.526,1.386
304,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,200,40,10,0.916,2.89,1.792,9.868,2.398,1.609
305,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,200,40,10,0.693,3.178,1.946,6.831,2.251,1.609
306,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,200,40,10,1.386,3.332,1.792,5.629,3.239,1.386
307,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,200,60,10,1.099,3.178,1.386,8.863,1.946,1.099
308,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,200,60,10,0.916,3.367,1.792,9.113,2.251,1.609
309,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,200,60,10,1.386,3.97,1.386,8.651,3.114,2.773
310,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,200,80,10,1.872,3.178,1.946,6.555,1.253,1.609
311,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,200,80,10,1.099,3.497,1.609,8.354,1.792,1.792
312,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,200,80,10,3.597,4.304,2.197,10.335,4.111,1.946
313,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,20,10,0.916,2.398,1.792,7.399,1.386,1.099
314,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,20,10,0,1.792,1.099,6.316,1.253,0.693
315,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,20,10,0.693,1.099,2.079,4.311,1.609,1.386
316,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,40,10,1.386,1.386,1.386,9.397,2.708,1.386
317,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,40,10,0.693,2.944,1.792,8.302,2.251,0.693
318,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,40,10,0,2.773,2.485,7.816,1.705,1.386
319,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,60,10,0.405,2.565,1.386,9.197,2.351,1.386
320,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,60,10,1.099,3.526,1.386,9.100,2.485,2.079
321,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,60,10,1.504,4.22,1.792,8.996,2.708,2.303
322,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,100,80,10,1.253,3.332,2.398,7.722,1.504,1.099
323,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,100,80,10,1.386,2.773,1.386,8.331,2.079,1.099
324,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,100,80,10,2.079,3.761,1.609,8.763,3.277,1.792
325,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,20,10,1.253,1.792,1.946,7.138,1.386,1.386
326,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,20,10,0.916,1.792,2.079,5.890,1.386,1.792
327,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,20,10,0.916,1.609,1.946,3.738,1.504,1.099
328,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,40,10,0.405,1.946,0.693,8.898,2.833,1.609
329,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,40,10,0.916,2.708,2.398,8.514,2.803,1.099
330,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,40,10,1.099,2.639,1.609,9.059,2.674,2.485
331,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,60,10,0.693,2.079,1.609,9.080,1.504,1.099
332,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,60,10,1.253,3.401,1.099,9.072,2.398,1.609
333,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,60,10,0.405,3.584,2.079,8.605,2.565,2.708
334,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,50,80,10,1.253,3.135,2.89,7.535,1.705,1.609
335,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,50,80,10,1.386,2.89,1.386,6.322,2.398,1.386
336,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,50,80,10,2.803,3.045,1.609,9.084,3.750,2.079
337,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,20,10,0.693,2.708,1.386,7.753,1.946,1.099
338,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,20,10,0.693,1.946,1.386,6.706,1.386,0.693
339,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,20,10,0.405,2.485,1.609,3.526,1.099,1.386
340,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,40,10,1.099,2.773,1.386,9.559,3.091,1.099
341,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,40,10,0.916,3.871,1.609,8.385,2.526,1.386
342,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,40,10,0.916,3.332,1.609,7.601,2.526,1.946
343,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,60,10,0.693,3.091,1.099,9.786,3.367,0.693
344,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,60,10,0.916,4.127,1.792,8.904,3.239,1.386
345,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,60,10,1.253,4.875,2.079,9.101,3.541,2.708
346,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,10,80,10,1.386,6.562,4.605,7.187,2.140,1.099
347,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,10,80,10,2.639,4.828,2.708,8.559,3.401,1.792
348,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,10,80,10,5.004,4.511,3.219,10.416,4.635,2.197
349,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,20,10,0.693,3.584,1.946,6.481,0.916,1.099
350,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,20,10,1.253,2.398,1.792,6.530,0.916,0.693
351,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,20,10,0.693,1.792,1.099,2.140,1.504,1.609
352,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,40,10,2.14,5.278,1.946,7.882,1.386,0.693
353,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,40,10,2.398,4.466,1.946,8.424,1.705,1.792
354,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,40,10,4.151,3.912,1.946,9.942,4.812,3.219
355,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,60,10,3.651,4.511,1.099,8.839,2.565,1.099
356,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,60,10,3.871,6.548,2.079,8.899,3.314,0.693
357,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,60,10,4.197,6.623,2.485,8.923,4.127,1.946
358,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,4,1,80,10,5.582,6.771,5.106,8.402,4.527,1.099
359,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,8,1,80,10,5.649,8.226,2.833,10.168,4.654,1.386
360,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,12,1,80,10,5.911,7.324,5.231,10.785,6.157,3.807
361,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,3.512,5.442,4.875,2.015,7.449,2.079
362,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,2.674,5.283,5.652,5.951,6.663,2.079
363,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,3.714,5.704,4.727,4.705,6.676,1.386
364,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,3.512,6.038,4.927,3.597,5.409,2.890
365,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,2.015,5.617,5.043,5.619,6.233,3.178
366,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,2.14,5.58,3.611,5.024,6.531,1.792
367,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,1.504,4.663,4.585,7.206,3.114,1.946
368,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,1.504,4.407,5.602,5.133,3.219,1.946
369,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,1.386,5.17,2.708,6.127,4.143,1.946
370,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,1.792,3.401,2.485,8.005,2.526,2.833
371,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,0.916,3.584,2.89,7.026,1.705,1.946
372,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,1.872,4.736,2.773,4.916,4.625,1.386
373,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,1.609,5.583,6.24,5.165,6.521,1.386
374,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,3.114,5.288,6.223,5.816,6.384,1.609
375,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,2.442,5.442,2.773,4.994,5.962,1.386
376,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,2.14,5.557,4.304,3.912,5.912,2.398
377,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,1.609,5.464,5.438,5.951,5.112,2.197
378,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,1.946,6.014,3.807,7.272,5.859,1.946
379,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,1.099,4.5,2.773,5.659,3.481,1.946
380,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,1.099,5.273,5.298,7.034,2.708,1.386
381,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,0.693,5.67,4.5,4.771,4.241,1.946
382,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,0.693,3.892,2.565,6.934,1.705,1.946
383,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,1.609,3.555,3.829,8.769,2.251,2.485
384,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,1.504,4.984,3.871,8.200,5.722,1.386
385,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,3.068,5.521,5.743,4.640,6.505,1.792
386,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,1.386,5.537,5.338,6.504,5.936,2.303
387,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,1.792,5.886,4.143,3.481,6.120,2.303
388,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,1.609,5.328,5.293,4.916,5.938,2.773
389,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,2.442,5.714,5.606,5.442,5.861,4.025
390,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,2.442,5.513,4.19,3.951,6.247,2.197
