Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3:Helper lipid,Dlin-MC3+Helper lipid percentage,Chol:DMG-PEG,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
1014,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,40,100,,,,10.128,4.741,7.188
1015,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,60,100,,,,9.970,4.182,8.653
1016,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,60,100,,,,9.098,5.447,7.354
1017,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,60,100,,,,9.097,4.527,7.583
1018,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,80,100,,,,8.639,3.980,8.373
1019,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,80,100,,,,8.304,4.382,8.793
1020,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,80,100,,,,8.427,6.143,7.014
1021,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,20,10,,,,4.580,1.609,1.386
1022,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,20,10,,,,5.493,1.386,1.386
1023,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,20,10,,,,3.611,1.253,1.386
1024,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,40,10,,,,5.190,2.079,1.386
1025,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,40,10,,,,6.586,3.296,1.099
1026,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,40,10,,,,6.928,3.068,1.792
1027,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,60,10,,,,7.989,3.714,2.996
1028,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,60,10,,,,6.407,3.091,1.609
1029,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,60,10,,,,8.654,5.624,5.371
1030,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,80,10,,,,7.088,3.450,1.946
1031,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,80,10,,,,7.177,3.045,3.045
1032,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,80,10,,,,7.643,4.856,5.808
1033,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,20,10,,,,4.522,1.386,1.386
1034,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,20,10,,,,4.771,1.099,0.693
1035,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,20,10,,,,3.597,1.609,1.099
1036,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,40,10,,,,6.686,2.603,1.609
1037,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,40,10,,,,6.891,3.367,1.792
1038,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,40,10,,,,6.441,3.239,1.792
1039,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,60,10,,,,5.537,2.079,1.609
1040,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,60,10,,,,7.283,3.761,2.996
1041,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,60,10,,,,8.342,5.389,4.489
1042,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,80,10,,,,5.882,3.871,2.303
1043,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,80,10,,,,7.458,4.909,4.745
1044,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,80,10,,,,7.334,5.952,6.845
1045,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,20,10,,,,2.773,1.253,1.099
1046,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,20,10,,,,4.174,0.693,1.386
1047,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,20,10,,,,4.174,1.253,1.099
1048,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,40,10,,,,5.980,2.890,1.386
1049,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,40,10,,,,7.149,3.726,2.303
1050,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,40,10,,,,8.496,5.165,5.714
1051,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,60,10,,,,6.284,2.803,2.079
1052,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,60,10,,,,7.499,4.234,2.708
1053,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,60,10,,,,8.889,4.443,7.474
1054,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,80,10,,,,5.665,2.996,1.946
1055,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,80,10,,,,7.379,4.419,4.174
1056,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,80,10,,,,7.645,5.400,6.303
1057,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,20,10,,,,3.114,0.916,1.609
1058,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,20,10,,,,4.927,1.099,1.386
1059,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,20,10,,,,3.526,1.099,1.609
1060,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,40,10,,,,6.565,3.638,1.946
1061,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,40,10,,,,8.074,4.977,2.773
1062,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,40,10,,,,9.297,5.234,4.836
1063,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,60,10,,,,10.003,4.894,6.792
1064,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,60,10,,,,9.643,5.537,6.057
1065,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,60,10,,,,9.968,4.644,7.169
1066,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,80,10,,,,9.406,5.323,6.945
1067,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,80,10,,,,8.841,5.976,4.554
1068,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,80,10,,,,8.916,4.949,6.513
1069,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,20,10,,,,7.319,4.575,3.332
1070,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,20,10,,,,7.252,3.624,2.708
1071,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,20,10,,,,4.630,2.485,2.079
1072,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,40,10,,,,8.796,4.605,4.796
1073,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,40,10,,,,8.733,3.989,5.100
1074,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,40,10,,,,9.118,4.174,4.890
1075,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,60,10,,,,7.863,2.890,8.068
1076,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,60,10,,,,8.407,3.219,8.609
1077,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,60,10,,,,8.845,4.256,7.194
1078,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,80,10,,,,7.650,3.611,7.993
1079,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,80,10,,,,9.239,2.996,8.051
1080,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,80,10,,,,9.885,3.726,7.318
